Madura,Indonesia
sorat dagang,surat dagang
sorat katerrangan,surat keterangan
sorat parjanjiyan,surat perjanjian
sorat potosan,surat putusan
ajuwal nyorot,menjual dgn harga lebih rendah dr harga pembelian
tabu'na todhi',bagian pisau yang tajam
tadha' eddhussa,tak ada kamusnya tak masuk hitungan
a tahlil,bertahlil menyebut nama tuhan
a talepe',beralas dengan lepekleper
toron tana,turun tanah 
reng tane,petani 
tang tabu',perut saya perutku 
tapa' tanang,tapaktelapak tangan
tapa' soko,tapaktelapak kaki 
tata tarteb,tata tertib 
atasmak bathok,pura-pura tdk melihat  
rokon tatangga,rukun tetangga  
teddhas totop,pecah tutup selaput bayijanin 
tekos thong-thong,tikus yg berbadan besar dan bulat 
tellak tello',bercerai unt ketiga kalinya 
tellasan agung,idul adha
tello' lekor,dua puluh tiga
tello' ratos,tiga ratus
temmo ereng,temu ireng temu hitam 
temmo labak,temu lawak 
kaca tengal,kaca mata
akaca tengal,berkaca mata mengenakan kaca mata
jaksa tenggi,jaksa tinggi
tonju' tengnga,telunjuk tengah 
sake' tengnga,sakit punggung 
tokang tepo,penipu  
mano' thokthok,burung ketok 
titi' dhuwa',titik dua
titi' koma,titik koma 
tolak bala,tolak bala penolak dosa
tolak bali,pulang pergi
atolang besse,kuat sekali
tolang balikat,tulang belikat
tolang ngodha,tulang muda tulang rawan
buku toles,buku tulis
perrang tolesan,polemik perang pena 
meja tolet,meja tualet meja hias 
tale tongar,tali kekang  
atonggul to'ot,duduk bersilang kaki duduk sambil mendirikan sebuah lutut
tonggul darajat,tinggi drajat 
noro' pato,ikut bergerak spt yg lain
ro'-noro' babang,ikut-ikutan 
toro' oca',patuh taat
towa pokpogan,tua-tua tak berguna 
bato uji,batu uji
tahan uji,tahan uji 
pangurus cabang,pengurus cabang 
tokang uwan,penggembala 
bajang wajib,sembahyang wajib 
ahli waris,ahli waris 
aeng wudu',air unt wudu 
fonologi tamaso’ sala sèttong bâgiyân ḍâri paramasastra sè nalèktèghi monyèmonyè èpon bhâsa,fonologi termasuk salah satu bagian dari tata bahasa yang meneliti bunyi-bunyi bahasa
noro’ sowara-èpon barnaèpon monyè è ḍâlem bhâsa madhurâ asli bâḍâ ḍuwâ’ ènggi panèka alos sareng tajhem,menurut suaranya macam-macam bunyi dalam bahasa madura asli ada dua yaitu halus dan tajam
dhâddhi bâḍâ konsonan aksara matè alos bâḍâ konsonan aksara matè tajhem,jadi ada konsonan aksara mati halus dan ada konsonan aksara mati tajam
konsonan aksara matè alos b d g j d bh dh gh jh dh konsonan alos salanjhângnga ètoro’è vokal alos  â u  bân vokal buwi e metpet,konsonan aksara mati halus b d g j ḍ bh dh gh jh ḍh konsonan halus selamanya diikuti oleh vokal halus â i u dan vokal biasa e pepet
konsonan aksara matè tajhem akadhi k p t ț s c m n ng ny,konsonan aksara mati tajam seperti k p t ṭ s c m n ng ny
konsonan tajhem salanjhangnga ètoro’è vokal tajhem  a è o  ban vokal buwi e metpet,konsonan tajam selamanya diikuti oleh vokal tajam a è o dan vokal biasa e pepet
sapanèka jhugân bâdâ vokal aksara oḍi’ alos sareng vokal aksara oḍi’ tajem,demikian juga ada vokal huruf hidup halus dan vokal huruf hidup tajam
konsonan alos salanjhangnga ètoro’aghi sareng vokal alos,konsonan halus selamanya diikuti oleh vokal halus
vokal aksara oḍi’ tajhem a è o,vokal aksara hidup tajam a è o
konsonan tajhem salanjhangnga ètoro’aghi sareng vokal tajhem,konsonan tajam selamanya diikuti oleh vokal tajam
carana abirji’ keccap è ḍâlem oca’ otabâ okara,cara pecah suku kata di dalam kata atau kalimat
abirjhi’ keccap bhân- sabbhân oca’ pas lajhu padhâddhi okara,memecah setiap kata berdasarkan suku katanya lalu menjadikannya kalimat
abirjhi’ keccap ghân tong-sèttong keccap,memecah kata per suku kata
berri’ tanḍhâ bunterran horop a b otabâ c mènangka jâwâbhân sè,berilah tanda lingkaran pada huruf a b atau c sebagai jawaban yang
palèng bhenḍer ḍâri pètanya è bâbâ arèya,paling benar dari pertanyaan di bawah ini
konsonan bâḍâ ḍuwâ’,konsonan ada dua
sè bânnè tamaso’ ḍâ’ macemma konsonan iyâ arèya,yang bukan termasuk ke dalam macam-macam konsonan yaitu
sala sèttong contona horop konsonan tajhem iyâ arèya,salah satu contoh huruf konsonan tajam yaitu
oca’ è bâbâ arèya sè tamaso’ oca’ sè aghuna’aghi konsonan tajhem iyâ arèya,kata di bawah ini yang termasuk kata yang menggunakan konsonan tajam yaitu
oca’ è bâbâ arèya sè tamaso’ oca’ sè aghuna’aghi konsonan alos iyâ arèya,kata di bawah ini yang termasuk kata yang menggunakan konsonan halus yaitu
sala sèttong contona horop konsonan alos iyâ arèya,salah satu contoh huruf konsonan halus yaitu
sè ta’ tamaso’ ḍâ’ macemma vokal iyâ arèya,yang tidak termasuk ke dalam macam-macam vokal yaitu
sala sèttong contona horop vokal tajhem iyâ arèya,salah satu contoh huruf vokal tajam yaitu
oca’ è bâbâ arèya sè tamaso’ oca’ sè aghuna’aghi vokal tajhem iyâ arèya,kata di bawah ini yang termasuk kata yang menggunakan vokal tajam yaitu
oca’ è bâbâ arèya sè tamaso’ oca’ sè aghuna’aghi vokal alos iyâ arèya,kata di bawah ini yang termasuk kata yang menggunakan vokal halus yaitu
sala sèttong contona horop vokal alos iyâ arèya,salah satu contoh huruf vokal halus yaitu
oca’ “asakola” mon èbirjhi’ mètorot keccabbhâ akantha,kata “asakola” jika dibecah menurut suku katanya menjadi
oca’ “parao” mon èbirjhi’ mètorot keccabbhâ akantha,kata “parao” jika dipecah menurut suku katanya menjadi
oca’ “sapèḍâna” mon èbirjhi’ mètorot keccabbhâ akantha,kata “sapèḍâna” jika dipecah menurut suku katanya menjadi
oca’ “ ngènom” tamaso’ oca’ sè aghuna’aghi horop vokal,kata “ngènom” termasuk kata yang menggunakan huruf vokal
oca’ “ jhânjhi” tamaso’ oca’ sè aghuna’aghi horop vokal,kata “jhânjhi” termasuk kata yang menggunakan huruf vokal
oca’ “ nyèram” tamaso’ oca’ sè aghuna’aghi horop konsonan,kata “nyèram” termasuk kata yang menggunakan huruf konsonan
oca’ “ jhuwâl” tamaso’ oca’ sè aghuna’aghi horop konsonan,kata “jhuwâl” termasuk kata yang menggunakan huruf konsonan
oca’ è bâbâ arèya sè aghuna’aghi konsonan alos ḍhâmmang iyâ arèya,kata di bawah ini yang menggunakan konsonan halus ringan yaitu
oca’ è bâbâ arèya sè aghuna’aghi konsonan alos berrâ’ iyâ arèya,kata di bawah ini yang menggunakan konsonan halus berat yaitu
oca’ è bâbâ arèya sè aghuna’aghi konsonan tajhem iyâ arèya,kata di bawah ini yang menggunakan konsonan tajam yaitu
oca’ “seppè” tamaso’ oca’ sè aghuna’aghi horop konsonan,kata “seppè” termasuk kata yang menggunakan huruf konsonan
oca’ “asapowan” bilâ èbirjhi’ mènorot keccabbhâ iyâ arèya,kata “asapowan” bila dipecah menurut suku katanya yaitu
oca’ “asakola” bilâ èbirjhi’ mènorot keccabbhâ iyâ arèya,kata “asakola” bila dipecah menurut suku katanya yaitu
oca’ “èkancaè” bilâ èbirjhi’ mènorot keccabbhâ iyâ arèya,kata “èkancaè” bila dipecah menurut suku katanya yaitu
oca’ “sakanca’an” bilâ èbirjhi’ mènorot keccabbhâ iyâ arèya,kata “sakanca’an” bila dipecah menurut suku katanya yaitu
èssè’è ti’ titi’ è bâbâ arèya kalabân teppa’,isilah titik-titik di bawah ini dengan tepat
konsonan èbhidâ’aghi ḍuwâ’ macem iyâ arèya konsonan,konsonan dibedakan menjadi dua macam yaitu konsonan
vokal jhughâ èbhidâ’aghi ḍuwâ’ macem iyâ arèya vokal bân vokal,vokal juga dibedakan menjadi dua macam yaitu vokal dan vokal
horop b d g j d bh dh gh jh dh tamaso’ horop konsonan,huruf b d g j ḍ bh dh gh jh ḍh termasuk huruf konsonan
horop k p t ț s c m n ng ny tamaso’ horop konsonan,huruf k p t ṭ s c m n ng ny termasuk huruf konsonan
horop â u tamaso’ horop vokal,huruf â i u termasuk huruf vokal
horop a è o tamaso’ horop vokal,huruf a è o termasuk huruf vokal
oca’ molodhân manabi èbirjhi’ mètorot keccapbbhâ iyâ arèya,kata molodhân bila dipenggal menurut suku katanya yaitu
contona oca’ sè aghuna’aghi konsonan tajhem iyâ arèya,contohnya kata yang menggunakan konsonan tajam yaitu
contona oca’ sè aghuna’aghi konsonan alos iyâ arèya,contohnya kata yang menggunakan konsonan halus yaitu
contona oca’ sè aghuna’aghi vokal tajhem iyâ arèya,contohnya kata yang menggunakan vokal tajam yaitu
jâwâb pètanya è bâbâ arèya kalabân teppa’,jawab pertanyaan di bawah ini dengan tepat
sebbhuttaghi ḍuwâ macem konsonan,sebutkan dua macam konsonan
sebbhuttaghi ḍuwâ macem vokal,sebutkan dua macam vokal
sebbhuttaghi tello’ macem horop konsonan tajhem bân tello’ macem konsonan alos,sebutkan tiga macam huruf konsonan tajam dan tiga macam konsonan halus
sebbhuttaghi tello’ macem horop vokal tajhem bân tello’ macem vokal alos,sebutkan tiga macam huruf vokal tajam dan tiga macam vokal halus
sebbhuttaghi tello’ macem conto oca’ sè aghuna’aghi vokal tajhem bân tello’ macem conto oca’ sè aghuna’aghi konsonan alos,sebutkan tiga macam contoh kata yang menggunakan vokal tajam dan tiga macam contoh kata yang menggunakan konsonan halus
jhâjhâl nyarè ḍuwâ contona oca’ sè aghuna’aghi konsonan tajhem,coba cari dua contoh kata yang menggunakan konsonan tajam
jhâjhâl nyarè ḍuwâ contona oca’ sè aghânḍhu’ konsonan alos ḍhâmmang,coba cari dua contoh kata yang mengandung konsonan halus ringan
jhâjhâl nyarè ḍuwâ contona oca’ sè aghânḍhu’ konsonan alos berrâ’,coba cari dua contoh kata yang mengandung konsonan halus berat
jhâjhâl nyarè ḍuwâ contona oca’ sè aghânḍhu’ horop vokal tajhem,coba cari dua contoh kata yang mengandung huruf vokal tajam
jhâjhâl birjhi’ oca’ è bâbâ arèya menorot keccabbhâ,coba penggal kata di bawah ini menurut suku katanya
jâwâb soal è bâbâ arèya,jawab soal di bawah ini
maryam kaka’na fieda,maryam kakaknya fieda
fieda kaka’na sitti,fieda kakaknya sitti
ramana fieda alalakon,ayahnya fieda bekerja
fieda soka’ abhânto ramana,fieda suka membantu ayahnya
maryam nolongè èbhuna è ḍâpor,maryam menolong ibunya di dapur
maryam bân fieda atatolong rama èbhuna,maryam dan fieda saling menolong ayah ibunya
maryam bân fieda patang tolong,maryam dan fieda suka menolong
jhâjhâl èssè’è ti’-titi’ è bâbâ rèya,coba isilah titik-titik di bawah ini
fieda soka’ abhânto,fieda suka membantu
maryam bân fieda atatolong,maryam dan fieda saling menolong
jhâjhâl tolès paterrang tolèsan è bâbâ rèya,coba tulis penjelasan tulisan di bawah ini
fieda alè’na maryam,fieda adiknya maryam
sitti alè’na fieda,sitti adiknya fieda
jhâjhâl ca’-oca’ è bâbâ arèya birjhi’ mènorot keccabbhâ,coba kata-kata di bawah ini penggal menurut suku katanya
tolèsan sè aghuna’aghi aksara rajâ,tulisan yang menggunakan aksara besar
ma-nyamana sè bȃḍȃ kaèdhȃnna so èlmo bhumè,nama-nama yang ada kaitannya dengan ilmu bumi
contona horop “tegak bersambung”,contohnya huruf “tegak bersambung”
pasangè tanḍhâ x neng horop a b c mongghu jâwâbhân sè palèng bhenḍer,beri tanda x pada huruf a b c untuk jawaban yang paling benar
teks bâca’an è bâbâ arèya bâca’an,teks bacaan di bawah ini
ka’angghuy ajâwâb soal nomer 1,bacaan untuk menjawab soal nomor 1
samarèna mosèm nèmor pas aghântè ka mosèm nambhârâ’ bâkto mosèm nambhârâ’ bâḍâ ojhân,sesudah musim kemarau lalu berganti ke musim hujan waktu musim hujan ada hujan
cèllebbhâ kabȃḍȃ’ȃn nyalepsep,dinginnya keadaan terasa menusuk
lamon mosèm nambhârâ’ bânnya’ sombher aèng sè lebbhur,kalau musim hujan banyak sumber air yang meluap
bâkto mosèm nambhârâ’ bânnya’ orèng kalebbiyân aèng,waktu musim hujan banyak orang kelebihan air
bânnya’ tombuwân sè jhenno bânnya’ kèbân sè seggher,banyak tumbuhan yang subur banyak hewan yang sehat
orèng tanè bisa namen paḍi jhâghung otabâ tamennan laènna,petani bisa menanam padi jagung atau tanaman lainnya
kabâḍâ’ân cèllep bânnya’ orèng kacellebbhân,keadaan dingin banyak orang kedinginan
mosèm nambhârâ’ kabâḍâ’ânna cèllep mosèm nèmor kabâḍâ’ânna panas,musim hujan keadaannya dingin musim kemarau keadaannya panas
mosèm nambhârâ’ iyâ arèya è bȃkto,musim hujan yaitu di waktu
bâkto mosèm nambhârâ’ onḍemma,waktu musim hujan mendungnya
bâkto mosèm nambhârâ’ ojhânna parsasat toron,waktu musim hujan hujannya seakan-akan turun
mosèm nambhârâ’ mapèrak orèng tanè polana,musim hujan membuat senang petani karena
ghunana bhuthok mongghu ḍâ’ tamennan ka’angghuy,gunanya pupuk bagi tanaman untuk
bhibhiddhâ paḍi beccè’na ètamen neng,bibit padi baiknya ditanam di
namen jhâghung beccè’na neng è,menanam jagung baiknya di
mosèm nèmor kabȃḍȃ’ȃnna,musim kemarau keadaannya
mosèm nambhârâ’ kabâḍâ’ânna,musim hujan keadaannya
mosèm nèmor lanjhâng bânnya’ orèng kakorangan,musim kemarau panjang banyak orang kekurangan
mosèm nèmor lanjhâng orèng tanè paḍâ sossa polana,musim kemarau panjang petani pada susah karena
ta’ bisa atatamennan,tidak bisa bercocok tanam
è mosèm nambhârâ’ bânnya’ kennengngan sè,di musim hujan banyak tempat yang
è mosèm nèmor bânnya’ kennengngan sè,di musim kemarau banyak tempat yang
mosèm nèmor lanjhâng bânnya’ sombher aèng sè,musim kemarau panjang banyak sumber air yang
mosèm nabhârâ’ bânnya’ sombher aèng sè,musim hujan banyak sumber air yang
ka’angghuy ajâwâb soal nomer,untuk menjawab soal nomor
morèd kellas ḍuwâ’ paḍâ makalowar buku anyar,murid kelas dua pada mengeluarkan buku baru
tolèsanna aghuna’aghi èjhâ’ân anyar,tulisannya menggunakan ejaan baru
ḍhâbuna bu ida “satèya ajhâr maca” morèd kellas ḍuwâ’ paḍâ kabhuru terro taowa maca èjhâ’ân latènsè anyar,kata bu ida “sekarang belajar membaca”murid kelas dua pada ingin segera tahu cara membaca ejaan latin yang baru
horop latèn arèya ta’ paḍâ bân horop latèn sè ngangghuy èjhâ’ân sè lambâ’,huruf latin ini tidak sama dengan huruf latin yang memakai ejaan yang lama
morèd kellas ḍuwâ’ paḍâ pènter maca horop latèn,murid kelas dua pada pintar membaca huruf latin
kadhiponapa carana nolès tor maca horop latèn panèka bu pètanyana fieda ka ghuruna,bagaimana cara menulis dan membaca huruf latin itu bu tanya fieda kepada gurunya
“iyâ mara satèya ajhâr maca bân nolès èjhâ’ân latèn sè anyar” ḍhâbuna bu ida,“ya ayo sekarang belajar membaca dan menulis ejaan latin yang baru” kata bu ida
bu ida pas nyerrat è papan tolès,bu ida lalu menulis di papan tulis
serradhânna bu ida bhâghus,tulisannya bu ida bagus
morèd kellas ḍuwâ’ paḍâ ngabâs ka papan tolès,murid kelas dua pada memperhatikan ke papan tulis
morèd kellas ḍuwâ’ paḍâ makalowar,murid kelas dua pada mengeluarkan
horop sè èghuna’aghi neng buku anyar jârèya iyâ arèya,huruf yang digunakan di buku baru itu yaitu
horop carakan madhurâ,huruf carakan madura
sè kabhuru terro taowa maca horop latèn,yang ingin segera tahu membaca huruf latin
bârâmma ḍhâbuna bu sri ḍâ’ kana’ kellas tello’,bagaimana katanya bu sri kepada anak kelas tiga
iyâ mara satèya ajhâr maca bân nolès èjhâ’ân latèn sè anyar,ya ayo sekarang belajar membaca dan menulis ejaan latin yang baru
ajhâr pateppa’ yâ,belajar yang benar ya
bâca bukuna kakabbhi,baca bukunya semuanya
sè nyerrat è papan tolès,yang menulis di papan tulis
teks bâca’an è bâbâ arèya,teks bacaan di bawah ini
bâca’an ka’angghuy ajâwâb,bacaan untuk menjawab
soal nomer 21 kantos 25,soal nomor 21 sampai 25
wa’alaikum salam ooo bâ’na wi,wa’alaikum salam ooo kamu wi
iyâ sul ca’na satèya ngocola lajângan,iya sul ayo sekarang menerbangkan layangan
iyâ arowa tang lajângan ella ngabbher,iya itu layanganku sudah terbang
è ḍimma sul,di mana sul
arowa sè abârna mèra bâḍâ è attassa bhungkana pao è ḍissa èyogher ropana lè’ sanusi noghuwi,itu yang berwarna merah ada di atas pangkal pohon mangga di sana diulur sepertinya paman sanusi yang menungguinya
rèya sèngko’ nyambi bula paḍâ ngocola kèya,ini aku membawa benang ayo kita terbangkan juga
yâ maju ta’ anḍi’ èyogherrâ kantos sè bâ’na ngabbher kèya,ya sudah  tidak punya  pengulurnya sampaipunyamu terbang juga
sè bâ’na lajângan apa rèya sul,yang kamu ini layangan apa sul
lajângan kopè’an arapa lomok yâ,layangan kupu-kupu kenapa bagus ya
sèngko’ ghâbâyyaghi kèya ka’ samsul,aku buatkan juga kak samsul
iyâ lè’ mara tolongè nyarèyaghi perrèng mon aghâbâyâ,iya dik ayo tolong carikan bambu kalau mau buat
sè ngocol lajangan,yang menerbangkan layangan
sè èntar ka bengkona samsul,yang pergi ke rumahnya samsul
arapa sarkawi ma’ èntar ka bengkona samsul sabâb,kenapa sarkawi pergi ke rumahnya samsul sebab
ngajhâk ngocol lajângan,mengajak menerbangkan layangan
sarkawi bân samsul aghâbây lajângan,sarkawi dan samsul membuat layangan
sè mènta aghâbâyyaghi lajângan,yang minta dibuatkan layangan
kalambhina fida mèra,bajunya fida merah
tappla’na sè èkanji dhâlâ gherrâ,taplaknya yang dikanji sampai kering
bhâthangnga tèkos bâuna bâceng,bangkai tikus baunya busuk
bâca patètè,baca dengan teliti
èbâkto bulân pornama,di waktu bulan purnama
bulânna bunter mara ghâḍḍhâng,bulannya bundar seperti pisang
tèra’na bulân tar-kataran,terangnya bulan gemerlapan
è tanèyan tèra’ bân sonarra bulân,di halaman terang oleh sinarnya bulan
hosniyah bân lè’-alè’na amaèn è tanèyan,hosniyah dan adik-adiknya bermain di halaman
ca-kancana hosniyah apolong paḍâ amaèn,teman-temannya hosniyah berkumpul sama-sama bermain
sè èkamaèn acem-macem,yang dimainkan bermacam-macam
alè’na hosniyah bân kancana amaèn lar-kolarjhâng,adiknya hosniyah dan temannya bermain ular-ularan
hosniyah bân kancana paḍâ asingen,hosniyah dan temannya sama asingen
suliha amaèn ḍhâko,suliha bermain dakon
subaidah amèn slodoran,subaidah bermain selodor
apa bhul-ombhullâ bâca’an è attas,apa judulnya bacaan di atas
ḍâ’ râmma kabâḍâ’ânna bulân è bâkto pornama,bagaimana keadaannya bulan di waktu purnama
