no,Madura,Indonesia,hal,buku kelas
152.0,"Badha se ngaremmes aeng mata, ta' mangga ngabas Cong Nangka, nyosop ekarassa","Ada yang meneteskan air mata, tidak tega melihat Cong Nangka, terasa menyayat hati.",10,oreng-oreng palang
153.0,"Cong Nangka terros eromnrom, eosabi aeng komkoman, eenome jamo dhari dhaun memba asella sennam, kasembugan, ban binahong","Cong Nangka terus dirawat, diusapi air rendaman, diminumi jamu dari daun mimba campuran sirih, sembukan, dan binahong.",10,oreng-oreng palang
154.0,Sajan malem sajan ceddu,Semakin malam semakin dingin.,11,oreng-oreng palang
155.0,Angen agante ebbun se nyapcap ka un-dhaunan se e dhalemma badha balang giggiri ngerrek,Angin berganti embun yang menetes ke dedaunan yang di dalamnya ada belalang yang berderik.,11,oreng-oreng palang
156.0,"Kata', jerring, ban sabangsana padha adu'a","Katak, belalang, dan sebangsanya sama-sama berdoa.",11,oreng-oreng palang
157.0,"Tantona, panyake' se cekka' e kole'na Cong Nangka mandar duliya baras, copplak nyalokop","Tentunya, penyakit yang menempel di kulit Cong Nangka semoga lekas sembuh, terkelupas hingga bersih.",11,oreng-oreng palang
158.0,"Pornama se naccek padhana se epaji, ta' mereng sakone'balakka","Purnama yang bersinar terang seperti dipajang, tidak miring sedikitpun.",11,oreng-oreng palang
159.0,"Ta' ajang-bajangan, teppa' pokol dhu-bellas malem","Tidak berbayang, tepat pukul dua belas malam.",11,oreng-oreng palang
160.0,"Padhana se ekangen-angen Pa' Tenggi sabellunna, ta' ceccer magarsarena, acara se emolae mare isa' la pongkas","Seperti yang diharapkan Pak Kepala Desa sebelumnya, tidak seorang pun penduduk yang terkecuali, acara yang dimulai setelah isya telah selesai.",11,oreng-oreng palang
161.0,"Abareng bi' marena reng-oreng se adu'a, Cong Nangka mare epandhi'i aeng kembang babur","Bersamaan dengan selesainya orang-orang yang berdoa, Cong Nangka selesai dimandikan air kembang tujuh rupa.",11,oreng-oreng palang
162.0,"Obu'na ecokor, kokona eketthok","Rambutnya dicukur, kukunya dipotong.",11,oreng-oreng palang
163.0,Reng-oreng laju ngaremmot jang rebbu'an saleng sellek terro nangaleya Cong Nangka se sabban ekabaji'i polana bauna abatthowangan ta' karabat,Orang-orang lalu berkerumun beribu-ribu saling berdesakan ingin melihat Cong Nangka yang setiap hari dibenci karena baunya seperti bangkai tak terawat.,11,oreng-oreng palang
164.0,"Sateya aoba gantheng, koneng tadha' panyaleyanna","Sekarang berubah tampan, kuning langsat tiada bandingannya.",11,oreng-oreng palang
165.0,Badanna daddi kaba' sampayan nyang-kornyangan marabut babaji'buru lebbar dhari ebuna,Badannya menjadi bersinar cemerlang merebut perhatian seperti bayi yang baru lahir dari ibunya.,11,oreng-oreng palang
166.0,"Saellana Cong Nangka edudus, rentedanna lalampan mare keya","Setelah Cong Nangka dimandikan, rangkaian acara selesai juga.",11,oreng-oreng palang
167.0,Reng-oreng padha mole ka bengkona bang-sebang,Orang-orang sama-sama pulang ke rumahnya masing-masing.,11,oreng-oreng palang
168.0,"Cong Nangka egiba ka dalemma Pa' Tenggi eater Brudin, Sahwi, ban Satnan","Cong Nangka dibawa ke rumah Pak Kepala Desa diantar oleh Brudin, Sahwi, dan Satnan.",11,oreng-oreng palang
169.0,Tantona bi'Pa'Tenggi keya,Tentunya dengan Pak Kepala Desa juga.,11,oreng-oreng palang
170.0,"Padhana na'-kana' se buru ajar atengka', Sahwi sakanca'an te-ganteyan nonton Cong Nangka","Seperti anak kecil yang baru belajar melangkah, Sahwi dan kawan-kawan bergantian menuntun Cong Nangka.",11,oreng-oreng palang
171.0,"Sajan jau dhari lon-alon sajan semma' ka dalemma Pa' Tenggi,","Semakin jauh dari alun-alun semakin dekat ke rumah Pak Kepala Desa,",11,oreng-oreng palang
172.0,sajan santa' Cong Nangka se ajalan sampe' dhapa' ka kennengnganna se etojju,semakin tegap Cong Nangka yang berjalan sampai tiba di tempat yang dituju.,12,oreng-oreng palang
173.0,"Sadhapa'na, Cong Nangka epatedhung e kobungnga Pa' Tenggi se e ban-sabban mare mangrib ekennengnge na'-kana' ngaji se nyolok dhari bengkona","Setibanya, Cong Nangka ditidurkan di surau Pak Kepala Desa yang setiap selesai magrib ditempati anak-anak mengaji yang datang dari rumahnya.",12,oreng-oreng palang
174.0,"Sajjegga badha e dalemmap 'Tenggi, Cong Nangka abali asal","Sejak berada di rumah Pak Kepala Desa, Cong Nangka kembali pulih.",12,oreng-oreng palang
175.0,"Kalaban ta' eka-sangka Pa' Tenggi marenge kaparcaja'an ka Cong Nangka kaangguy molang otaba morok na'-kana'e kobung perrengnga, margana Pa'Tenggi dibi'la seppo","Dengan tidak disangka Pak Kepala Desa memberi kepercayaan kepada Cong Nangka untuk mengajar anak-anak di surau bambunya, karena Pak Kepala Desa sendiri sudah tua.",12,oreng-oreng palang
176.0,"Molae dhari jareya, santrena atamba bannya","Mulai dari sana, santrinya bertambah banyak.",12,oreng-oreng palang
177.0,"Ta'gunna magarsarena dibi', tape adhatengngan dhari tana manca kalaban en-laen barna","Bukan hanya penduduknya sendiri, tapi berdatangan dari negeri seberang dengan berbagai macam rupa.",12,oreng-oreng palang
178.0,"Ban molae dhari jareya keya, Cong Nangka ngaolle kaparcaja'an dhari oreng towana santre se ngaji ka aba'na kalaban cara nyombang baragat kaangguy maddek masegit","Dan mulai dari sana juga, Cong Nangka mendapat kepercayaan dari orang tua santri yang mengaji kepadanya dengan cara menyumbang biaya untuk mendirikan masjid.",12,oreng-oreng palang
179.0,"Badha se nyombang bato kombung, kaju, perreng, genteng, serap, bubuk, beddhi, pako, ban en-laenna sacokobba","Ada yang menyumbang batu putih, kayu, bambu, genteng, semen, serbuk gergaji, pasir, paku, dan lain-lainnya secukupnya.",12,oreng-oreng palang
180.0,"Salaen rang-barang padha rampong, oreng towana santre ban santrena dibi' se la ja-raja padha asong-osong lombung alakone masegit sampe' ranta kaangguy ekennengnge abajang areng-bareng se eseppowe Cong Nangka","Selain bahan-bahan telah terkumpul, orang tua santri dan para santri yang sudah dewasa bergotong-royong mengerjakan masjid sampai selesai untuk ditempati salat berjamaah yang diimami oleh Cong Nangka.",12,oreng-oreng palang
181.0,"Tape, maskena masegidda la ranta, kobung kene'na ta' eparosak ban ta' epaelang","Tapi, meskipun masjidnya sudah selesai, surau kecilnya tidak dirusak dan tidak dihilangkan.",12,oreng-oreng palang
182.0,Coma elerset sakone,Hanya digeser sedikit.,12,oreng-oreng palang
183.0,"Sabab, mon tadha' se kene' ta' kera badha se","Sebab, kalau tidak ada yang kecil tidak akan ada yang.",12,oreng-oreng palang
184.0,"Mon tadha' se kona, ta' kera badha se anyar","Kalau tidak ada yang lama, tidak akan ada yang baru.",13,oreng-oreng palang
185.0,Ban barang se kona lakar koko parana,Dan barang yang lama memang kokoh pondasinya.,13,oreng-oreng palang
186.0,Ta' eparobbuna kobung jareya kaangguy paenga'an ja' manossa asalla dhari barang se tadha' pas badha,Tidak dirubuhkannya surau itu untuk pengingat bahwa manusia asalnya dari sesuatu yang tidak ada lalu ada.,13,oreng-oreng palang
187.0,"Saabidda Cong Nangka badha e dalemma Pa'Tenggi arassa ce' pernana, padhana se odhi' e bengkona dibi","Selama Cong Nangka ada di rumah Pak Kepala Desa merasa sangat nyaman, seperti hidup di rumahnya sendiri.",13,oreng-oreng palang
188.0,Pa' Tenggi la seppo ban ampo songkan,Pak Kepala Desa sudah tua dan mulai sakit-sakitan.,13,oreng-oreng palang
189.0,"Mela dhari jareya, Pa'Tenggi nandugagi ngen-angenna, tadha'laen kaangguy macampo Cong Nangka ban pottre bine'na se anyama Saripa","Oleh karena itu, Pak Kepala Desa menyampaikan keinginannya, tidak lain untuk menjodohkan Cong Nangka dengan putri perempuannya yang bernama Saripa.",13,oreng-oreng palang
190.0,Sateya gi' badha e pondhuk,Sekarang masih ada di pondok.,13,oreng-oreng palang
191.0,"Saripa aropa'agi pottre tonggalla Pa' Tenggi se kabilang kembang disa, malathe sokma monggu ka ceng-lanceng se ngataowe","Saripa merupakan putri tunggal Pak Kepala Desa yang terbilang kembang desa, melati sukma bagi para perjaka yang mengetahuinya.",13,oreng-oreng palang
192.0,Obu'na lajir ngarambay esoroy angen,Rambutnya panjang terurai diterpa angin.,13,oreng-oreng palang
193.0,Palembayya meltas manjalin,Pinggangnya ramping meliuk.,13,oreng-oreng palang
194.0,Pajalanna neler kalenang,Jalannya melenggok gemulai.,13,oreng-oreng palang
195.0,Pokangnga ambaru loros saroju' bi' bettessa se ampodhak nyongsang akanthe' so bangkongnga se ambakor nongngep,"Pangkal pahanya lurus selaras dengan betisnya yang seperti bunga pandan terbalik, serasi dengan pinggulnya yang montok berisi.",13,oreng-oreng palang
196.0,"Salaen dhari jareya, bibirra mera dalima padhana jerruk salone","Selain dari itu, bibirnya merah delima seperti jeruk siam.",13,oreng-oreng palang
197.0,Alessa andhaun memba daddi bintang robana matodhus pornama se ngombara maske tadha'ondhem ngaddhengnge,Alisnya melengkung bak daun mimba menjadi bintang rupawan menyaingi purnama yang bersinar meski tak ada mendung menghalangi.,13,oreng-oreng palang
198.0,Karettegga atena kagambar e ban-sabban keccap lesanna se lemma' manes e'-pae'maddu ban pola tengkana,Kehendak hatinya tergambar di setiap ucapan lisannya yang lemah lembut manis pahit madu dan tingkah lakunya.,13,oreng-oreng palang
199.0,"Sajalan aobana bakto, seyang daddi malem, malem daddi seyang","Sejalan berubahnya waktu, siang jadi malam, malam jadi siang.",13,oreng-oreng palang
200.0,Arangka'e pajjar laggu ban are ngerrem,Merangkai fajar pagi dan hari terbenam.,13,oreng-oreng palang
201.0,Pa' Tenggi arassa kerrong ka Saripa se molae mangkat mondhuk ta' tao mole sakale,Pak Kepala Desa merasa rindu kepada Saripa yang sejak berangkat mondok tidak pernah pulang sekali pun.,14,oreng-oreng palang
202.0,"Saabidda Saripa ta' dha-teng, Cong Nangka kalaban bellas ate arabat Pa' Tenggi, padhana Pa' Tenggi se ngopene e bakto Cong Nangka gi' Ir'-gulian aporowan ekabaji'i oreng","Selama Saripa tidak datang, Cong Nangka dengan belas kasih merawat Pak Kepala Desa, seperti Pak Kepala Desa yang mengurusnya di waktu Cong Nangka masih berguling-guling kurus kering dibenci orang.",14,oreng-oreng palang
203.0,"Tape, bidana maske Pa'Tenggi dhalem kabadha'an songkan, para bala tangga ban magarsarena gi' paggun esto","Tapi, bedanya meskipun Pak Kepala Desa dalam keadaan sakit, para kerabat tetangga dan penduduknya masih tetap setia.",14,oreng-oreng palang
204.0,"Bila enga'e bakto sehadda, Pa' Tenggi lebur ka bang-sana","Bila diingat waktu sehatnya, Pak Kepala Desa suka bergaul.",14,oreng-oreng palang
205.0,"Kenneng koca'agi pakanca, pabala otaba lebur nyare kanca ban lebur nyare bala","Boleh dikatakan pandai berkawan, berkerabat atau suka mencari kawan dan suka mencari kerabat.",14,oreng-oreng palang
206.0,"Sabab, kabbi manossa ataretan sadaging sadhara","Sebab, semua manusia bersaudara sedaging sedarah.",14,oreng-oreng palang
207.0,"Ca'na reng kona, bila cempa palotan, bila kanca bisa alebbiyan ban taretan","Kata orang dulu, bila sudah cocok, teman bisa melebihi saudara.",14,oreng-oreng palang
208.0,"Tape bila tabalik, kanca bisa daddi setan dhalem odhi'na","Tapi bila sebaliknya, teman bisa jadi setan dalam hidupnya.",14,oreng-oreng palang
209.0,"Kalaban senneng ate, se edhante' la dhapa","Dengan senang hati, yang dinanti telah tiba.",14,oreng-oreng palang
210.0,Saripa laju nyongkem ka ramana,Saripa lalu bersujud kepada ayahnya.,14,oreng-oreng palang
211.0,"Mare jareya, Saripa pas laju masepa' tujo'adha-kandha","Setelah itu, Saripa lalu bersila duduk berbincang-bincang.",14,oreng-oreng palang
212.0,Sabatara Cong Nangka gi'paggun sodek neng e erenganna Pa' Tenggi,Sementara Cong Nangka masih tetap sopan berada di samping Pak Kepala Desa.,14,oreng-oreng palang
213.0,"Rama, gapaneka pasera","Ayah, ini siapa.",14,oreng-oreng palang
214.0,Areya se kasebbut Cong Nangka se nyama aslina Hakim,Ini yang disebut Cong Nangka yang nama aslinya Hakim.,14,oreng-oreng palang
215.0,Ban areya se bakal nyampenge otaba mimpin ba'na menangka lakena,Dan ini yang akan mendampingi atau memimpin kamu sebagai suamimu.,14,oreng-oreng palang
216.0,Tape mon ba'na saroju' ban daddi sapangorebanna ba'na,Tapi kalau kamu setuju dan menjadi teman sehidup sematimu.,14,oreng-oreng palang
217.0,Sengko' la kabadha'an enga' reya,Aku sudah dalam keadaan seperti ini.,14,oreng-oreng palang
218.0,jarna'na Pa' Tenggi ka pottrena,jelas Pak Kepala Desa kepada putrinya.,14,oreng-oreng palang
219.0,"Saellana Pa' Tenggi adhabu, kabadha'an aoba seppe, esep tapaji, padhana badha se mattre","Setelah Pak Kepala Desa berkata, keadaan berubah sepi, hening terpaku, seakan-akan ada yang membeku.",14,oreng-oreng palang
220.0,Cong Nangka ban,Cong Nangka dan.,14,oreng-oreng palang
221.0,Saripa padha cengngeng saleng pandeng maso'dhalem rongkangnga paanaban se ta'tao ejalane saomor odhi,Saripa sama-sama termenung saling pandang masuk dalam ruang angan-angan yang tidak pernah dijalani seumur hidup.,15,oreng-oreng palang
222.0,"Dhupasang mata dhari dhuwa' laen roba jareya ta'aked-dep sakale, sampe' kadhuwana ngaremmes aeng mata, mabacca pellogga pepena ta' ekarassa","Dua pasang mata dari dua rupa yang berbeda itu tidak berkedip sekali pun, sampai keduanya meneteskan air mata, membasahi lekuk pipinya tidak terasa.",15,oreng-oreng palang
223.0,Pa' Tenggi sem-mesem ngoladi lanceng paraban se badha e semma'na,Pak Kepala Desa tersenyum-senyum melihat perjaka dan perawan yang ada di dekatnya.,15,oreng-oreng palang
224.0,Maenga' e bakto ngodhana,Teringat di waktu mudanya.,15,oreng-oreng palang
225.0,Mon ta' iya alebbiyan,Kalau tidak ya lebih dari itu.,15,oreng-oreng palang
226.0,"Sajjegga se katello maso' dhalem kacedduwan kandha, Pa' Tenggi laju anya-tanya ka Cong Nangka,","Sejak ketiganya masuk dalam dinginnya percakapan, Pak Kepala Desa lalu bertanya kepada Cong Nangka,",15,oreng-oreng palang
227.0,Pa' Tenggi nanto Cong Nangk se jasadda egiba ngabang sokmana jau dhari anaban ragana,Pak Kepala Desa menyadarkan Cong Nangka yang jasadnya terbawa melayang sukmanya jauh dari angan-angan raganya.,15,oreng-oreng palang
228.0,Cong Nangka buru nyaot takerjat padhana se ejagai dhari kapattreyanna sokmana,Cong Nangka baru menyahut terkejut seperti dibangunkan dari bekunya sukma.,15,oreng-oreng palang
229.0,Apa ba'na endha' narema tang ana'se anyama Saripa daddi binena ba'na,Apa kamu mau menerima anakku yang bernama Saripa menjadi istrimu.,15,oreng-oreng palang
230.0,"Manabi badan kaula, rassana ta' sabandhing sareng pottrena ajunan","Kalau diri saya, rasanya tidak sebanding dengan putri Anda.",15,oreng-oreng palang
231.0,"Sabab, badan kaula menangka oreng lake'se ena, buru mare bucco' eola'e tor bauna abatthowangan san-kessanagi","Sebab, diri saya sebagai seorang lelaki yang hina, baru saja selesai berpenyakit borok dan baunya seperti bangkai di mana-mana.",15,oreng-oreng palang
232.0,Sabatara Saripa neka kan menangka paraban kembang disa se andhap asor tor pottrena oreng molja se ekasengkae magarsarena,Sementara Saripa ini kan sebagai perawan kembang desa yang rendah hati dan putri orang mulia yang disegani penduduknya.,15,oreng-oreng palang
233.0,"Salaen dhari gapenaka, arta dunnyana acokoban, seddheng badan kaula ta' gadhuwan tana salandhu' balakka","Selain dari itu, harta dunianya berkecukupan, sedangkan diri saya tidak punya tanah sejengkal pun.",15,oreng-oreng palang
234.0,Napapole badan kaula ta' etemmo katoronanna pasera,Apalagi diri saya tidak ditemukan keturunannya siapa.,16,oreng-oreng palang
235.0,"Ba'na ta' usa ngoca' cara jareya, sengko' la tao kabbi jalan pola tengkana ba'na","Kamu tidak usah bicara seperti itu, aku sudah tahu semua jalan tingkah lakumu.",16,oreng-oreng palang
236.0,Apapole tang ana' la kadhung eameddagi ka keyaena polana sengko' la towa ban lako ke'-sake'an,Apalagi anakku sudah terlanjur dipulangkan oleh kiainya karena aku sudah tua dan sering sakit-sakitan.,16,oreng-oreng palang
237.0,"Enggi manabi ampon kadi ka'dhinto, badan kaula ngereng dhabuwepon ajunan","Iya kalau sudah begitu, diri saya ikut perkataan Anda.",16,oreng-oreng palang
238.0,"Kadiponapa lerressa ban kadinapa anggebbanepon Din Aju Saripa, pottrena ajunan se badhi epacang sareng badan kaula","Bagaimana benarnya dan bagaimana anggapan Den Ayu Saripa, putri Anda yang akan dijodohkan dengan diri saya.",16,oreng-oreng palang
239.0,Pa' Tenggi ngolangi adikanan pottrena,Pak Kepala Desa mengulangi bertanya kepada putrinya.,16,oreng-oreng palang
240.0,"Ba'na baramma, Bing, apa endha' se epakabina ban Cong Nangka, saellana ba'na la tao dibi' ka orengnga, sapa saongguna Cong Nangka ban ba'na la ngedhing dibi' apa se ekacaca ban Cong Nangka","Kamu bagaimana, Nak, apa mau dikawinkan dengan Cong Nangka, setelah kamu sudah tahu sendiri orangnya, siapa sesungguhnya Cong Nangka dan kamu sudah mendengar sendiri apa yang diceritakan oleh Cong Nangka.",16,oreng-oreng palang
241.0,"Saripa meddek, nondhu' banne keng polana berra' ka elong","Saripa diam, menunduk bukan hanya karena malu.",16,oreng-oreng palang
242.0,Tape polana amporo dhalem lesan,Tapi karena bingung untuk mengucapkannya.,16,oreng-oreng palang
243.0,Ba'baramma se ngoca'agiya essena atena se ngobal kaangguy ajawab,Bagaimana cara mengatakan isi hatinya yang bergejolak untuk menjawab.,16,oreng-oreng palang
244.0,"ka ramana, tandha narema otaba nola","kepada ayahnya, tanda menerima atau menolak.",16,oreng-oreng palang
245.0,"Mon enga' ka oreng lamba' se ce'konana, ja' mon badha paraban epakabina, bila etanya'agi pas neng-enneng tandhana endha' otaba narema","Kalau ingat orang dulu yang sangat kuno, bahwa jika ada perawan dinikahkan, bila ditanya lalu diam itu tandanya mau atau menerima.",16,oreng-oreng palang
246.0,"Bariya keya se kadaddiyan ka Saripa, endha' sakeng todhus se ngoca'a","Begitu juga yang terjadi pada Saripa, mau tetapi malu untuk mengatakannya.",16,oreng-oreng palang
247.0,Saripa ban Cong Nangka pas epakabin sacara adat se essa menorot agama dan menorot hokom nagara,Saripa dan Cong Nangka lalu dinikahkan secara adat yang sah menurut agama dan menurut hukum negara.,17,oreng-oreng palang
248.0,Masegit se epandek la ranta,Masjid yang dibangun sudah selesai.,17,oreng-oreng palang
249.0,Kamantherenganna tantona ta' lopot dhari karagabanna reng-oreng se abanto sacara gutong rojung,Kemegahannya tentunya tidak luput dari kerja keras orang-orang yang membantu secara gotong royong.,17,oreng-oreng palang
250.0,Kabbi magarsare padha gumbira ban perak sabab Cong Nangka arassa perna ako-bengko menangka pajagana masegit se eberri'nyama Sonar Hakim,Semua penduduk sama-sama gembira dan senang sebab Cong Nangka merasa pantas berdiam sebagai penjaga masjid yang diberi nama Sonar Hakim.,17,oreng-oreng palang
