Madura,Indonesia
Ja' areya lakar ongguwan,Soalnya ini memang sungguhan.
dhâddhi tonjhu',jadi mata-mata
"Olok sapa bai se bisa maca Yasin, pon olok.","Panggil siapa saja yang bisa membaca Yasin, sudah panggil."
Samènggu bâḍâ ?,Seminggu ada?
Se penting pon aengnga lancar sanajjan bak larang.,Yang penting sudah airnya lancar meskipun harganya mahal.
"Teks sè èssèna ajhârbâ’aghi sèttong pamangghi ḍâri sè ngangghit, èngghi panèka èsambhât teks ","Teks yang isinya menjabarkan satu pendapat dari yang mengarang, yaitu disebut teks"
Engko' bâliyá polè ngèbá robálaèn sè bisa ma ancor kake.,Aku akan kembali lagi membawa rupa lain yang bisa menghancurkanmu.
"Ngabas ka parse, Sudiya molae enga' ka ana'na, Sutomo","Melihat ke pepaya, Sudiya mulai ingat pada anaknya, Sutomo."
Dulla kala dhammang,Dulla kalah tenaga.
Biyȃsana bȃrempa arè mon ngènjhȃm buku neng perpustakaan?,Biasanya berapa hari kalau meminjam buku di perpustakaan?
Ajhellingbinè la ta' robâ apa.,Melihat istri sudah tidak berubah apa-apa.
"Satto pajat apangara namenna jagung, malle ta' pate leya' parana saka'anna.","Satto memang rencana menanam jagung, biar tidak terlalu lelah mencangkulnya."
Gi' sampeyan.,Masih kamu.
paḍḍhâng bulân,padang bulan
jhârân bujhel,kuda kerdil
"Paleng kajuwan reya katondhu, saengga masempe badanna dha' kajuwan se laen.","Paling kayu-kayu ini ketiduran, sehingga menyesakkan badannya ke kayu-kayu yang lain."
ajâmma atak-kotak,biyasana ella atellor
Pola pon abit ta' esalameddi tanggi. ,Mungkin sudah lama tidak diberi sesajen.
cè' antigghâ,sangat antiknya
ngènom obhât,minum obat
sè bâ-bâbâ,yang paling bawah
Mon ngoca' pèkkère ghâllu ka rejèkkè sè èberri' Pangèran.,Kalau berkata pikir dulu pada rezeki yang diberi Tuhan.
Karè Royan sè pagghun bâdâ neng adâ'en romana Markoya.,Tinggal Royan yang tetap ada di depan rumahnya Markoya.
mano' bètak mon aghâbây lèbun cè' gântengnga,burung manyar kalau membuat sarang sangat bagusnya
Lagguna me' enga' orengnga.,Besok mungkin ingat orangnya.
Badha se amaen bantheng,Ada yang bermain benteng.
Romana katon sella,Rumahnya seperti sepi.
abhâtèk ngangghuy cantèng,membatik memakai alat canting
"Salaèn abhersèyan kanḍhȃngnga sapè, eppa’na Budin alako apa?","Selain membersihkan kandang sapi, Budin pergi ke mana?"
tebbhu bhântèng,jenis tebu yang batangnya berwarna kuning terang
Mad Dra'i la nyaman dung-tèdungan è kobhungnga.,Mad Dra'i sudah nyaman tidur-tiduran di suraunya.
"Saamponna ghâlimpo’ laèn lastarè nembhâng, ghântèyan ghâlimpo’na dhibi’ sè nembhâng è aḍâ’na kelas.","Setelah kelompok lain selesai menembang, gantian kelompoknya sendiri yang menembang di depan kelas."
Obbbâr Musolla jiyá.,"""Bakar Musala itu."""
"Paggun ajuwal pokangnga se pajat eacet oreng bannya',bila eabas pon seddha'.","Tetap menjual pahanya yang memang dicari banyak orang, kalau dilihat sudah terasa."
Apana ḍȃri bȃgiyȃnna bu-tombuwȃn sè anḍi’ lako nyarè pakan?,Apa bagian dari tumbuhan yang bertugas mencari makan?
nè' cornè',lubang untuk mengintip
Ѐyatorè nyarè ca’ oca’ sè kèngèng panotèng bânnya’na lèma mègghi’ ,Silakan cari kata-kata yang mendapat akhiran sebanyak lima buah.
Masemma' ka lalake' ganeko.,Mendekati laki-laki itu.
Bȃḍȃ saponapa onḍhȃgghȃ bhȃsa?,Ada berapa tingkatan bahasa?
jhâmbhu sè ella massa' dhuli potèk ma' lè ta' èkakan bhâbbhuru,jambu yang sudah masak cepat dipetik agar tidak dimakan kelelawar
Bâdâ sèttong parao sè cè' cekka'en ngala' rèjekkè.,Ada satu perahu yang sangat seret mengambil rezeki.
Nya Muna temmo maèlang.,Nya Muna tiba-tiba menghilang.
Ne-ngale ka embi'na se gi' ta' epakane.,Melihat-lihat kambingnya yang masih belum diberi makan.
"Bhȃruwȃng congorra coccong, ghighina ","Beruang moncongnya runcing, giginya"
Baramma pekkeranna?,Bagaimana pikirannya?
"Pangèran Lor, papatèna sè asmana Wangsaḍumèttra sareng bhâlâ Songennep ampon asanat ka’angghuy aperrang sareng Rato Bhâli Sa’amponna mèreng jhâ’ naghârâna èlorok","Pangeran Lor, panglimanya bernama Wangsadumèttra, dan pasukan Sumenep sudah bersiap untuk berperang melawan Raja Bali setelah sadar bahwa negaranya di serang"
"Rajana nyergu', maka apoy bakal lekkas towa","Besarnya hirupan, maka api akan lekas besar."
"Soal kapèng 16-18, maghut ḍ â’ puisi bâbâ panèka.","Soal nomor 16–18, berdasarkan pada puisi di bawah ini."
mara jhâ' aghiyâk,ayo jangan bergurau
Ma'le ngancae nase'se bakal maperna tabu'se mosse'.,Biar menemani nasi yang akan membuat perut yang kesal nyaman.
Bânnya'pondhuk laènna sè agabong ka Ninja potè andi'en almarhum Kèyaè Subayri.,Banyak pondok pesantren lain yang bergabung ke Ninja putih milik almarhum Kiai Subairi.
Ghunana kerret otabâ perper panèka ka’angghuy nambâi rangkep re è bhingkèngnga mionyèna aksara ghâjâng.,Gunanya kerret adalah untuk menambahkan konsonan rangkap re di belakang bunyi aksara dasar.
Kare perresanna ban kare andelanna pathena ma' olle ta' bareng,Tinggal perasannya dan tinggal rebusan santannya agar tidak tercampur.
Kapala sakola apidato sabbhȃn arè Sennèn bȃkto apa?,Kepala sekolah berpidato setiap hari Senin waktu apa?
Bolana sè èyangghuy bola gellasân.,Benangnya yang dipakai benang gelasan.
Na’-kana’ kènè’ sè èkopa’è panèka ,Anak kecil yang ditepuk tangani itu
"Bȃkto mosèm nèmor, angèn biyasana ḍȃri ḍimma ḍȃ’ ḍimma?","Saat musim kemarau, angin biasanya dari mana ke mana?"
semmo ghilâ,agak gila
"Tèks pidato sè èssèna maḍȃpa’ pan saponapan sè ampon èlampa’aghi, èsebbhut teks pidato ","Teks pidato yang isinya menyampaikan apa-apa yang sudah dikerjakan, disebut teks pidato"
ngeccèt tèmbo',mengecat tembok
ca'na Man Sunahwi ka ana'na sambi namen parse e adha'na romana,kata Paman Sunahwi pada anaknya sambil menanam pepaya di depan rumahnya.
Melagukan tembang dolananlaghu ѐn-maѐnan,Melagukan tembang dolanan lagu permainan
"Jangkar eangka', tampar ebukka","Jangkar diangkat, tali dilepas."
sambinna èbâghi ḍâ' sapa,memangnya diberikan pada siapa
èlmo birasat,ilmu firasat
ta' kèra loppa marghâ pèsemma,takkan lupa akan senyumannya
dhabuna kaji makkele oreng se kapateyan,kata kiai mewakili orang yang berduka.
romana atabing biḍhik,rumahnya berdinding gedek
Bulun kolè'en tang Emma' temmo manjheng kabbhi.,Bulu kulit Ibuku tiba-tiba berdiri semua.
"Mènorot abdhina, Panḍhâbâ panèka parèngngè sèttong tana sè legghâna samè sareng Karaton Ngastinapura.",Yaitu Alas Ngamarta.
kerrès posaka,keris pusaka
Kelap anyapa tasè'.,Kilat menyapa laut.
Mon arè nyonar bȃjȃ apa?,Jika matahari bersinar waktu apa?
"Bâdâ ghârighi'en tanang, bâdâ sè sokona orèng salajhâ, bâdâ otek sè ngalowa dâri cètakghâ orèng bi' râng-bhârâng dâlemma manossa sè laèn.","Ada ruas jari tangan, ada yang kakinya orang sebelah, ada otak yang keluar dari kepalanya orang dan organ-organ dalam manusia yang lain."
orèng seppo rowa bânnya'na' potona,orang sepuh itu banyak mempunyai anak cucu
Nojjhu ḍâ’ jhâlân ta’ beccè’,Menuju ke jalan tak baik
Sobbu pon dhapa' ka baktona.,Subuh sudah tiba waktunya.
"Oca’ manabi, bhȃsa enjȃ’ iyȃna ","Kata 'manabi', bahasa ènja’ iyȃna"
Èyatorè bhâḍhi kliping tor teks deskripsi saghâlimpo’an!,Silakan buat kliping dan teks deskripsi sekelompok!
kembhângnga ghi' ngèncop ghi' ta' mekkar,bunganya masih menguncup belum mekar
Bâdâ ponapa ghi?,"""Ada apa ini?"""
Tape senga' gun daddi pangkor se nyang-kornyangan,Tapi awas hanya jadi hiasan yang bersinar-sinar.
nomer 15 kantos 17,nomor 15 sampai 17
Lalongèt aropa’aghi bâgiyân ḍâri ,Lalongèt merupakan bagian dari
"Tape, parsena gi' ta' amanggar balakka","Tapi, pepayanya masih tidak berbunga sama sekali."
Bato se eobbar ta' ban-saromban bato,Batu yang dibakar tidak sembarang batu.
Pon ta' etengale pole.,Sudah tidak terlihat lagi.
Colo' binè'temmo colo' binè' pas jân dhâddhi.,Mulut perempuan bertemu mulut perempuan lalu jadi.
Perna dâyyâ tang Emma'ajhelling rèng carok.,Pernah begitu Ibuku melihat orang carok.
Madura ampon kadhung daddi daging ban dhara bula,Madura sudah terlanjur menjadi daging dan darahku.
Sejjek kan jhâtè amerri' na'as ka moso.,Sejak pohon jati memberi naas pada musuh.
Nè’-kènè’ ella tao nyaronèn,Kecil-kecil sudah tahu berterompet
Oca’ sè kèngèng konfiks ḍâlem tokèlan bâca’an è attas èngghi panèka,Kata yang mendapat konfiks dalam cuplikan bacaan di atas yaitu...
Sènga' rèng kaèlangan ajâm.,Seperti orang kehilangan ayam.
"Menangka settong kawajiban mandhi'i, abajangagi, ban ngoburagi mayyit","yaitu satu kewajiban memandikan, menyalatkan, dan menguburkan jenazah."
"Artèna, berta panèka kabhâr tor jhâjhârbâ’ân sè lebbi ghenna’.","Artinya, berita ini informasi dan penjabaran yang lebih lengkap."
"Ca'na kancana, omba'ta' kera badha, aeng ta' kera nyobbul, abunggalumbung,kalamon tadha' se nyosop, otaba tadha'se abu'ul. ","Kata temannya, ombak tidak akan ada, air tidak akan menggelegak, bergelombang, kalau tidak ada yang menyusup, atau tidak ada yang berkumpul."
Bân polè listrik moso aèng rèya jhâ’ wâng buwâng.,apalagi listrik dan air ini jangan dibuang-buang
Ḍimma sè tamaso’ parlambhȃng?,Mana yang termasuk perlambang?
Bâkto jiyâ pokol sanga' malem.,Waktu itu pukul sembilan malam.
"Lè’èr tontonan, artèna lè’èr sè lèbur èpandheng otabâ èyoladhi amarghâ lanjhâng tor bâḍâ leggetta.","Leher tontonan, artinya leher yang menarik dipandang atau dilihat karena panjang dan ada lekukannya."
dhujân ngaddhuân,suka mengadu domba
Apa can Pangèran kabbbi sè nantoaghi bbender salana.,Apa kata Tuhan semua yang menentukan benar salahnya.
pèpèna ajtuâbâ'ân,pipinya berjerawat
Kantos samangkèn laghu èn-maènan panèka bâḍâ sè ta’ èpangghi pasèra sè,Sampai sekarang lagu permainan itu masih ada yang tidak ditemukan siapa yang
dhunnyanna molbul,hartanya terus bertambah
Kalèbunna gita' dâteng dâri kotta.,Kepala desa ternyata datang dari kota.
arghâ pokèt,harga yang pasti
Cekcek ngarecak dhari paddu morlawo' ot-saodan kalaban monyena cekcek dhari bun dhaja.,Cicak berbunyi dari bagian barat daya bersahutan dengan bunyinya cicak dari bagian utara.
Pas Eppa'en Mai andi'cara sè terro ma tadâ'â Bi-ibi jiyâ.,Lalu Bapaknya Mai punya cara yang ingin membuat tidak adanya Bi-ibi itu.
ènom ghubhina,minum kopinya
Cebbi ta' endâ' ngakan.,Cebbi tidak mau makan.
kabâtèr tor tako' èkaloppaè,khawatir dan takut dilupakan
Eppas neng taon,Pas di tahun.
Mare abajang se kadhuwa padha adikker,Selesai salat keduanya sama-sama berzikir.
"Maske badha tello' bungka'an raja, dhaunna raja, tape dhaunna pon ta' bisa ekasalemot sabban lagguna. ","Meskipun ada tiga buah besar, daunnya besar, tapi daunnya sudah tidak bisa dipakai selimut setiap harinya."
Tore samangkèn sampèyan sadbájhâna paleman ka compo'en bang-sèbáng.,"""Sekarang, mari Bapak-bapak pulang ke rumah masing-masing."""
"Bânnè èojuk bi' rèng sakampong, tapè èojuk bi'tarètan kembhârrâ dhibi'.","Bukan diusir oleh orang sekampung, tapi diusir oleh saudara kembarnya sendiri."
"Arapa ma’ bâriyâ panemmona bâ’na, Yan?","Kenapa kok begitu pendapatnya kamu, Yan?"
Ėssèna pidato arèya ghumantong ḍâ’ tojjuwânna sè mabâḍâ papangghiyȃn.,Isinya pidato itu tergantung pada tujuannya yang mengadakan pertemuan.
"Tape ajam se ta' noro'berka' ganeko, noro' tapegga keya, karana ajam ganeko takerjat parana polana aba'na o-tao egiba buru.","Tapi ayam yang tidak ikut berlari itu, ikut sesak juga, karena ayam itu terkejut karena dia tiba-tiba dibawa lari."
jhâlânna sak-ḍhuksak,jalannya rusak berlubang-lubang
Orèng sè bâḍâ è ḍâlem carèta panèka,Orang yang ada dalam cerita adalah
Ya mara ejaga'a.,Ya sana dijaga.
Èyatorè maos tembhâng Pucung è bâbâ panèka!,Silakan membaca tembang Pucung di bawah ini!
Èyatorè maos ghȃncaran è bȃbȃ panèka! Mano’ bân ratona kalèng,Dipersilakan membaca bacaan di bawah ini! 
ongghâ hajji,orang yang naik haji
Emmas sè berrâ' sakèlo èlang.,Emas yang beratnya sekilo hilang.
mangkaddhâ ka kamma,mau pergi kemana
"Marèna dâyyâ,Jarot langsong amokka' kaos kotangnga.","Setelahnya itu, Jarot langsung membuka kutangnya."
Ghuru laghu panèka nyabâ’na sowara è pongkasanna ghâttra/paddhâ.,Ghuru lagu itu jatuhnya suara di akhir baris.
ta' kalowar,tidak keluar
abu tomang,abu tungku
"Tamparra kapal pon padha ebukka', jangkarra pon eangka","Tali kapal sudah sama-sama dilepas, jangkarnya sudah diangkat."
sanèrbhâna bhâdhân kadhi sè robbhuâ,semua badan sepertinya akan jatuh
Tapè bi' orèng èolok Mad Dra'i.,Tapi oleh orang dipanggil Mad Dra'i.
"Adaddiyagi gulina damar kambang ganeko lat-nyambilat, not-linnodan.","Menjadikan goyangan lampu itu bergoyang-goyang, bergelombang."
kanna' ra,kesini
Loka se banget dhalem ban lebar,Luka yang sangat dalam dan lebar.
ta' atolè samasakalè,tidak menoleh sedikitpun
"Cathet ket-pokeddhâ berta ghâpanèka, pantha ḍâ’ bâgiyân-bâgiyân berta 5 W + 1 H!","Catat pokok-pokoknya berita itu, bagi ke bagian-bagian berita 5 W + 1 H!"
Yâ maju ta’ anḍi’ èyogherrâ kantos sè bâ’na ngabbher kèya,"Ya sudah,  tidak punya  pengulurnya sampaipunyamu terbang juga"
Ta' sènga' lambâ' Suroso kos-talokos sè nyarè lako ghâbây biaya odi'en Embu'en bi' Eppa'en.,Tidak seperti dulu Suroso pontang-panting mencari kerja untuk biaya hidup Neneknya dan Bapaknya.
pèlak amaèn tembhung,pintar bermain sepak bola
mènnya' bijjhân,minyak wijen
Sebbhuttaghi ḍhȃ-tanḍhȃna mosem ojhȃn bȃn mosèm nèmor!,Sebutkan tanda-tanda musim hujan dan musim kemarau!
Mano' ganeko pajat mano'se etabar larang.,Burung itu memang burung yang ditawar mahal.
Ampon èpatotok bâ’âri’.,sudah dipatok kemarin
sakè' bu-rabuân,sakit pada perut bagian bawah
Obâng panèka pas èkennèng ka’angghuy ngobângè bhârâng sè èkabhuto.,upah tersebut lalu digunakan untuk membeli barang yang dibutuhkan
abhinar robâna,berseri wajahnya
"Mon tadha',gunna kare akarep terro ngakana nase' se dhari berras bagus.","Kalau tidak ada, hanya tinggal berharap ingin makan nasi yang dari beras bagus."
Sebbhuttaghi sapolo bigghi’ pan-saponapan bhângsa sè bâḍâ neng Indonesia!,Sebutkan sepuluh buah beberapa bangsa yang ada di Indonesia!
ka ḍiyâ,ke sini
Aberka' tagher ca'ghicca'an.,Melompat seperti belalang.
Saleng salep arebbu'an.,Saling menyalip berebut.
matar kembhâng mabâr,memindahkan bunga mawar
jhâ' kat-arkat ghâllu,jangan terlalu serakah
lajânganna nyangsang è attas ka'-bhungkaan,layangannya tersangkut diatas pepohonan
È bȃbȃ Kabupatèn Songennep,di wilayah Kabupaten Sumenep.
Ta' tèghâ sè ajhellingaghi.,Tidak tega yang melihat.
empon na. ,Sudah.
Nyalenda etembang na'-ana'na tatanggana se laen,Menyimpang dibanding anak-anak tetangganya yang lain.
"È buku KBBI nyama ilmiana bhâruwâng iyâ arèya ursidae sè asallla ḍâri ḍuwâ’ oca’ iyâ arèya ursus bân idae . Ursus sè asalla ḍâri oca’ latin, sè artèna bhâruwâng.","Di buku KBBI nama ilmiahnya beruang yaitu ursidae yang asalnya dari dua kata yaitu ursus dan idae. Ursus yang asalnya dari kata latin, yang artinya beruang."
Pera' ta' nae' sakale yan.,Beruntung tidak naik ke sawah sama sekali ya.
soko bhijjhât,bentuk kaki yang salah satunya tidak sama panjang
Ta’ abit bhâllâ Songennep ampon asanat ka’angghuy aperrang sareng Rato Bhâli.,"Tidak lama kemudian, pasukan Sumenep telah bersiap untuk berperang melawan Ratu Bali."
"Ahèrra kalowar Naden dâri dâlem, polana Romo la molaè èntar ka lowar kèya.","Akhirnya Naden keluar dari dalam, karena Romo sudah mulai keluar juga."
"Maddha padha anyo'on mandar epatotoga pangaterrona,","Mari sama-sama memohon semoga dituruti keinginannya,"
ḍâ-paḍâ seppo,sama-sama tuanya
sang kolè',kulitku
"E dhalem jaluburanna aeng ganeko,bannya're-karena buter se dhapa'ka gadhiya.","Di dalam saluran air itu, banyak sisa-sisa bubur yang sampai ke sana."
sella' serser,cincin yang tidak ada permatanya
"Kadhâng okara sè è tebbhâkaghi loco, jhughâ jâwabhânna jhughân loco","Kadang kalimat yang ditebakkan lucu, jawabannya pun juga lucu."
Bila eajak entar ka kotthana dibi' bai pon ngoca' jau gallu'.,Kalau diajak pergi ke kotanya sendiri saja sudah bilang terlalu jauh.
"Sanajjan gunna mano', tape pon abit daddi kanca kaodhi'an se maodhi'an pangrasana aba'.","Meskipun hanya burung, tapi sudah lama menjadi teman kehidupan yang menghidupkan perasaannya."
bâburughânna rèng towana taḍâ' nyerrebbhâ sakalè,nasihat dari orang tuanya sama sekali tidak membekas
patang soṭok,saling dorong
sè sèttongnga,yang satunya
Maksottèpon  where  ḍâri bâgiyânna berta èngghi panèka ,Maksudnya where dari bagiannya berita yaitu
Me'-ame'aba'na ekaleddu'i keya,Siapa tahu dirinya diledakkan juga.
Oreng dhinna' lamba' ratona tase'.,Orang sini dulu rajanya laut.
èkowa sè èkoca'aghi,bagaimana yang dikatakan
jhita polèng,kain cita yang bergaris-garis
paḍâ kareb,sama ingin
Bhâta la marè èpasang.,Bata sudah selesai dipasang.
"Oreng aperagan, ca'na.","Orang-orang berkelahi, katanya."
Sunan Giri sè ngangghit tembhȃng pucung.,Sunan Giri yang mengarang tembang pucung.
Ponapa’an sè tamaso’ ḍȃ’ lalampa’an sè nyennengngaghi ḍȃ’ atè?,apa saja yang termasuk pada perbuatan yang menyenangkan di hati?
kennèng ḍhinḍâ polana ta' kowat majâr,kena den da karena tidak kuat membayar
bânnya' roma sè rosak èkennèng lènḍhu,banyak rumah yang rusak akibat gempa
sowara mnabintal lalake' ganeko.,suara menyapa laki-laki itu.
Oca'na lakena e baktona,Ucapan suaminya di waktunya.
sala pegghellân mala sajân èla'jânè,sudah suka marah malah semakin diladeni
Ka’ḍinto olet Bhu.,Yang ini Olet Bu.
Oca’ panyalèna èlong èngghi panèka ,Kata caciannya hidung yaitu
Sokona galiya' nandu'a ban ngette'a koceng ganeko.,Kakinya geli menendang dan menginjak kucing itu.
Laen dhari sabellunna se ta' apangrasa ja,Beda dari sebelumnya yang tidak merasa bahwa.
la ollè,diperbolehkan
ghellâ' ta-lata,tawa yang latah
cè' payana,sangat kelelahan
ta' kowat,tidak kuat
tanangnga kaṭṭong salajâ,tangannya buntung sebelah
bulu ghumbhus,bulu yang rimbun
langngè'na ngarenḍeng amarghâ para' ojhânna,langitnya mendung karena akan turun hujan
Mad Ja'i bajeng nyare rambanan.,Mad Ja'i rajin mencari rambanan.
Katonna abareng koceng lalake'an e dhissa' rowa gella're!,Kelihatannya bersama kucing laki-laki di sana tadi!
gherghâjhina kèkèr polè sopajâ lebbi tajhem,gergajinya kikir lagi supaya lebih tajam
Padhana sape esambelli,Seperti sapi disembelih.
Ghun bâdâ sabinè'en neng matana.,Hanya ada istrinya di matanya.
È jȃḍiyȃ bȃḍȃ kèya somor apa?,Di sana ada juga sumur apa?
