Madura,Indonesia
pidato rèya bȃḍȃ bȃrempa macem,pidato ini ada berapa macam
 ella langsong rapa ngoca' der-bhender apa tojjhu'enna engko'bi' kakè,sudahlah langsung saja berkata benar-benar apa tujuannya aku dengan kamu
aba'na ta' epekkere oca'na bine-na,dia tidak dipikirkan kata istrinya
motel ca'-ranca' sè gherrâ,mematahkan ranting-ranting yang keras
ngesso ajâm,mengusir ayam
lesson ḍȃri bessè,lesung dari besi
kacong ganeko ce' emanna dha' kakapper gaja ganeko,anak itu sangat menyayangkan ke kupu-kupu gajah itu
parlo nenggar ke alas,perlu menenggar ke hutan
berras saetton,beras satu ton
sabatara sudahnan ce' terrona se agabaya ale'na dulla,sementara sudahnun sangat ingin membuat adiknya dulla
jhȃjhȃl ghȃbȃy okara panotop pidato,coba buat kalimat penutup pidato
empon ja' nya'-bannya',sudah jangan banyak-banyak
ngajhâri kapèr kakè neng kampong dinna',mengajarkan kafir kamu di kampung sini
engko' molè ka roma,aku pulang ke rumah
nyopprè orèng sè maos ngèrèng arassa’aghi,supaya orang yang membaca ikut merasakan
mon bâdâ rèng ngartè,kalau ada orang mengerti
na'-kana' kènè' rowa labu pas dhuli jhâghâ tapè sambi nangès,anak kecil itu jatuh lalu bangkit tapi sambil menangis
sanga bellâs,sembilan belas
tanangnga cè' loṭè'na sè ngocek lappa,tangannya mahir mengulek bumbu
siyah ambu na ja' kose melle,siyah jangan-jangan tidak perlu beli
labây bennang,laway atau bahan tenunan yang dijadikan gelang sebagai jimat penolak penyakit
oreng-oreng lebat pag-gun bannya',orang-orang yang lewat tetap banyak
emba binè' ella ngalolè,nenek sudah pikun
klowar rama,keluar rumah
paggun matabar bangkong se bu'-lembu' gajel ya'-leya' anga',tetap mencicipi pinggul yang lembut-lembut licin dan licin
paggun nemmo dhaggi',tetap menemukan nanti
rèng towana suroso arassa ta'andi'mowa bâkto tamoy angrong-ngong kabbhi molè tongsèttong,orang tuanya suroso merasa tidak punya muka waktu tamu berbisik-bisik semua pulang satu-satu
sè ètabbhu wangsaḍumèttra ka’angghuy makompol bhâllâ songennep èngghi panèka,yang ditabuh wangsadumèttra untuk mengumpulkan pasukan sumenep adalah
imam maca du'a makmum ngoca' amin,imam membaca doa makmum mengucap amin
aba'na pajat ta' aserro polana kapateyan,dia memang tidak mengeluh karena ada yang meninggal
ajâm tatangghâ akarunnu' ghi'bhâri',ayam tetangga berkerumun kemarin
daddi abu tomang,menjadi abu tungku
ajultok sakale mon badha ter-buter atabuyan,langsung meloncat jika ada sisa-sisa bubur yang dilempar
esaba' ka dhalem accem se la mare ebuwang magina pas eontal,ditaruh ke dalam asam yang sudah dibuang bijinya lalu ditelan
torènapa ma' toro'oca' kalabân cacana bulá nèka,tolonglah bu ikuti ucapan dengan perkataan saya ini
bakal andhi'a ana,akan punya anak
è ḍimma mon amaèn lar-kolarjhȃng,di mana kalau bermain ular-ularan
bâkto jiyâ pokol sanga' malem,waktu itu pukul sembilan malam
omorra orèng ta’ masthè,usianya orang tidak mungkin
apanḍi sonarra bulân,bermandikan sinar rembulan
palès karong sè palèng,balap karung yang paling
ta’ toman mikèl dhina,tidak pernah berpikir hari ini
abareng bi' toronna na'-kana' se ngaji e langgar satnan brudin ban sahwi ajalan areng-bareng arampak nojju ka dalemma pa' tenggi,bersamaan dengan pulangnya anak-anak yang mengaji di surau satnan brudin dan sahwi berjalan bersama-sama serempak menuju ke rumah pak kepala desa
roko' cap balanan biyasana pajat ekaroko' orengse jarna'lakona ban pangaselanna,rokok cap 'balanan' biasanya memang dihisap orang yang pekerjaannya dan penghasilannya lancar
engko'la ta' kèra matè cong,aku sudah tidak akan mati cu
lakè binè,suami istri
dhika juwâbâ lèmbhâ',kamu jawablah lembut
è sarè neng è sa-dhisa,dicari di sedesa
laghu èn-maènan è attas aèssè bhâb,lagu permainan di atas berisi tentang
tapè aè’ ta’ ngèdingngaghi iyan laju nabâng èntar ka aè’ anomma ella kalowar ḍâri bȃrung lajhu noro’ buntè’na iyan,tapi aè’ tidak mendengarkan iyan langsung menyusul pergi ke aè’ pamannya sudah keluar dari warung lalu ikut di belakangnya iyan
nyara kaulâ palèmanna,permisi saya hendak pularig
taḍâ’ sè abhânto,tidak ada yang membantu
monggu oreng majang mate ngambang e tase,bagi orang nelayan mati mengambang di laut
sokona arassa galiya' ta' nyaman,kakinya terasa geli tidak nyaman
 atong rokon sè èsopprè,rukun damai yang dicari
terro tèdunga neng jiyâ koca'en,ingin tidur di situ katanya
sambi ngoca' soro nyègghâ,sambil berkata suruh menyerah
pajhât èsaba,memang disana
pè-sèpè' mèra' lèbur,sepeda motor merah suka
kabbi kaju se la etastas pas etompo' e panassa are gan sabarangkowan ma' olle kerreng,semua kayu yang sudah dipangkas lalu ditumpuk di panasnya hari per gerobak agar kering
banne keng pola-na cerre' keng tadha' onggu,bukan karena pelit tapi tidak ada beneran
kata' ganeko gunna bisa apckker dha' emma nyareya bato gunong kaletthagan se raja se dhi baba'anna bisa ekennengnge ,kodok itu hanya bisa berpikir bagaimana mencari batu gunung kapur yang besar yang di bawahnya bisa ditempati
ponapa se èsambhât mamaca,apa yang disebut mamaca
enggi ampon mon panjennengngan meyosa ga-moga salamet dhalem parjalanan kantos ka tojjuwan tor samoga'a ta' loppa ka badan kaula kak,iya sudah kalau anda mau berangkat semoga selamat dalam perjalanan sampai ke tujuan dan semoga tidak lupa pada diri saya kak
kennengngan è ḍiyâ cè' rombuna polana ta' toman èsapoè,tempat disini sangat kotor karena tidak pernah disapu
sè jhujhuk rabu asèbhâ neng parsèmowan èngghi panèka ,yang langsung datang menghadap di pertemuan yaitu
na’-nakana’ sè akopa’ alaghuwâghi laghu èn-maènan pa’-opa’ ѐling panèka tambâ kèntel sè akanca sareng bhungana sè amaèn panèka ta’ ghâmpang,anak-anak yang tepuk tangan sambil menyanyikan lagu permainan pa’-opa’ èling menjadi lebih akrab dengan temannya dan kesenangan permainan yang dimainkan tidak mudah
bilâ monla aemmasân cè'bânnya'en rèya la bhender sabinè'en rèng mancèngmonla emmasân coma èyangghuy neng kopèngnga rèya la bhender sabinè'en rèng majângan,kalau perhiasan emasnya sangat banyak ini sudah pasti istrinya pemancing kalau perhiasan emasnya cuma dipakai di telinga ini sudah pasti istrinya nelayan jaring
panakan sepopo,kemenakan sepupu
jhâman ahèr,jaman akhir
sakè' manès dhâghing,sakit lepra
attas angèn,atas angin
sè pantes rèya ghun pangèran lèbât malaèkat izrail,yang pantas ini hanya tuhan lewat malaikat izrail
pasamporna okara è bȃbȃ rèya kalabȃn ca’ oca’ sè èsaḍiyȃ’ȃghi neng è rèngnga,lengkapilah kalimat di bawah ini dengan kata yang disediakan di sebelahnya
kalaban kajembaran aba' tor ajar maloppa pokpara batharakala se pon talebat kona ji monentar narema mad ja'i daddi mantona,dengan kelegaan hati dan belajar melupakan masalah perkelahian yang sudah terlewat ji monentar menerima mad ja'i menjadi menantunya
mano'na nèngghâ'è ranca'na accem,burungnya hinggap diranting pohon asam
malle pendha seddha' bán dhis-peddhis ngopenes dhalem rassana,biar terasa dan pedih membekas dalam rasa
orèng laok,orang laut
mare ganeko tedhung,setelah itu tidur
sapora kowa gi ,maaf gitu ya
ḍung-onḍung arè,hari akan senja
tanya radèn segara,tanya raden segara
pangorèbhânna orèng ana-bârna nyoprè ogi' salè-ollèna,penghidupan orang bermacam-macam
kakapper ganeko alonca' ka ranca'se jang attasan sampe' para' ka konco'na,kupu-kupu itu melompat ke ranting yang lebih tinggi sampai hampir ke ujungnya
moso tacengnga' polana bâdâ rèng ngabbher akalambiyân potè,musuh terkejut karena ada orang terbang berpakaian putih
arapa polana,karena apa
bânnya’ kajuwân sempal bâdâ kèya sè robbhu,banyak pepohonan patah ada juga yang roboh
carang ban ona'na erancap gan satengkes#,ranting dan durinya dirapikan sampai bersih
bhângsa èropah,bangsa eropa
jhughân orèng islam èpakon asholat ajhâma’ah manabi abit taḍâ’ ojhân kantos ma’asat sombher ,juga orang islam disuruh sholat berjamaah apabila lama tidak ada hujan sampai mengeringkan sumber
bȃktona cokop satengnga ejjhȃm,waktunya cukup setengah jam
oca’ lalabânna mettèk èngghi panèka ,kata lawannya menukik yaitu
bapa’ pucung ropana amèddhȃ ghunong ,bapak pucung rupanya membelah gunung
bhȃsana èndhȃ,bahasanya indah
bhȃsa’aghi èngghi bhunten ra okara è bȃbȃ rèya,bahasa engghi bhunten kalimat-kalimat di bawah ini
ataretan ajâgâ atè,persahabatan menjaga hati
poko'la kabbhi bâdâ,pokoknya semua ada
cobak nyarè artèna ca’ oca’ è bâbâ arèya kalabân karembhâk,coba cari artinya kata-kata di bawah ini dengan berdiskusi
terro tedung,ingin tidur
lalake' ganeko paggun kalaban roko' kalobudda,laki-laki itu tetap dengan rokok klobotnya
kabbhi ghumantong pangaro,semua tergantung pengaruh
tang tanang loka kabbhi ècalma' kocèng,lenganku banyak terluka diterkam kucing
e gadhiya bannya' darana,di gubuk itu banyak merpati
sarini kare kadibi'an se gi' mella,sarini tinggal sendirian yang masih terjaga
san la marè dhuli kompolaghi,jika sudah selesai segera dikumpulkan
sabellunna nolès teks berta sederhana parlo èkaonèngè ḍhimèn okara majjhâ,sebelumnya menulis teks berita sederhana perlu diketahui dulu kalimat majemuk
ana'na pa' mat rowa cè' bhlengngerra,anak bapak mat itu sangat nakal sekali
alako bhâsa èngghi bhuntenna,bekerja bahasa engghi bhuntenna
eppa' nengale rèng,ayah melihat orang
pabhâjheng sè ajhâr ma' lè pènter ghu' agghu',belajarlah yang rajin agar kelak jadi pintar 
tapa' tanang,telapak tanang
oreng-oreng se ngosong ganeko gunna eberri' tao saka-leyan,orang-orang yang mengusung itu hanya diberitahu sekali saja
juko' ajuko' tonju,ikan ya ikan asin
rè-bèrè bâcca,penyakit beri-beri yang mengakibatkan bengkak
copplak ghighina,giginya tanggal
samalem benteng ta' mole,semalam penuh tidak pulang
budhun sè bâḍâ èburi'na la teḍḍhâs,bisul besar yang ada dipantatnya telah pecah
are ganeko mad ja'i pajat salamet karana buru nengale polisi aba'na laju buru kalaban ajamma,hari itu mad ja'i memang selamat karena lari melihat polisi dia langsung lari bersama ayamnya
car-kacaran sapèḍa,mengayuh-ngayuh sepeda
oḍi pas-eppasân,hidup pas-pasan
embè' gibâs,kambing gibas
ngameral salma ebarangko,memeluk salma dirangkul
apa sè èmaksod otabȃ apa artèna otabȃ apa papaḍȃnna ca’ oca’ è bȃbȃ rèya,apa yang dimaksud atau apa artinya atau apa persamaan kata-kata di bawah ini
orèng sè nèngghu kamafal asalabudhân amarghâ jhârân sè narèk ḍokar taocol ḍâri talèna,orang yang menonton kamaval kocar-kacir karena kuda yang menarik dokar terlepas dari talinya
bula kan pon adhabu ja' mon lamba' bula ban dika kan gi' ta' apolong,aku kan sudah bilang kalau dulu aku dan kamu kan masih tidak berkumpul
nyono' ka bhruma,menyuruk ke dalam kolong ranjang
rè-cèrè ghâpanèka è antarana èngghi ka’ḍinto,ciri-ciri itu di antaranya yaitu
samarena epandhi'i koceng ganeko pendha cengngar,setelah dimandikan kucing itu seperti sadar
engko' notop e budhiyan ro,saya tutup di belakang itu
mad nawi amaso'ta' apamèdhân,mad nawi masuk tidak berpamitan
bighi plaghâ,biji kapulaga
taḍâ' lapèssâ,tidak ada lapisnya
aḍâ' buḍi,depan dan belakang
kaulâ ampon sènneng,saya sudah suka
tarètan tongghâl embu',saudara seibu
lèma èbu,lima ribu
anapa'a ma' peggella ka panjennengngan,kenapa kok jengkel pada anda
sè aobâ alas aobâ polè ka asella,yang berubah hutan berubah lagi ke asalnya
namong ta’ sadhâjâna dhâmar panèka èyangghuy,namun tidak semua lampu ini digunakan
rèng tambhâng bârât,tarik tambang berat
kèjhung èn-maènan èyajhâraghi ka na’-kana’ lèbât lèsan,kidung permaian diajarkan ke anak-anak lewat lisan
kalangkong tapayepon ,terima kasih tapainya
 bi acora' pon cè' abiddhâ bhâdhânna gulâ èdhina cèllep sareng sampèyan,bi sepertinya sudah sangat lamanya badan saya dibiarkan dingin oleh anda
tarapas robâna,wajah yang kelihatan lebih tua dari ada umurnya
sèngko' arassa bliyât mon ngakan jhâjhân rèya,saya berasa mau muntah bila makan kue ini
toko pakakas sè biyȃsa èbelli’i sèngko’ mon mokka’ pokol sabellâs ca’na samad,toko perkakas yang biasa dibeli aku kalau buka pukul sebelas katanya samad
se penting pon badha rebba,yang penting sudah ada rumput
rèng lowar jiyâsambi sem-mèsem kadhâng anyarèngè matao ghighi,orang luar itu sambil senyum-senyum kadang menyeringai memperlihatkan gigi
opama pa pas dhâddhi pè nga dhâddhi ngè sareng saterrossa,contohnya pa menjadi pè nga menjadi ngè dan seterusnya
polana ganeko sanyona berra',karena itu sanyonya berat
gella' kan ampon lastare,tadi kan sudah selesai
teppong jhâghung,tepung jagung
ra kèra lèma taon sabbhânna,kira-kira lima tahun sebelumnya
kaulâ ènga' rè-sarè sè èpon-tèpon nèpè'an mèlor,saya ingat hal-hal kecil yang diucapkan ikut
eabas dhari leregga tor atolena mano' mano'na terro se nyanderra ka pakan se pon akalarkaran otabanyolpe'a geddhang se nalpe' dhalem korong,dilihat dari liriknya dan kepalanya burung burungnya ingin sekali bertengger ke pakan yang sudah menghitam atau mencicipi pisang yang menempel dalam sangkar
sakejja' aggi' adan sobbu bakal amonye,sebentar lagi azan subuh akan berbunyi
arapa ma' mèlè ba-emba sè odi'en gbun mèkkèrè masala sèneng-sennengnga neng lambá'en,kenapa kok memilih mbah-mbah yang hidupnya hanya memikirkan masalah senang-senangnya di masa lalunya
bâ'na ènga' nèko' aèng,kamu ingat ambil air
tapè buari tadâ' ro-terrona sakalè,tapi bu ari tidak ada keinginan sama sekali
ta’ bisa atatamennan,tidak bisa bercocok tanam
ngakan nyaman malolo,makan enak melulu
sakè' jhântong,sakit jantung
ghâmpang ngoca’ orèng tèḍung sasat matè,gampang berkata orang tidur seperti mati
nyabâ' bhârâng kalabân cara ètompang,meletakkan barang dengan cara ditaruh di atas sesuatu
nyangngar ghubhi,menyangrai kopi
mèyossâ ka dhâlem èpon panjhennengngan,mau pergi kerumah anda
ja'senga eomesse molae bilanna yaktena sabbrang landhu ban bigina tantona ja-raja,awas kalau disiram mulai dari sekarang pasti seberang yang lebat dan bijinya tentu besar-besar
ngampar tèker,menghampar tikar
serrèna bhâsa sè è ghuna’aghi neng tembhâng madhurâ ngangghuy bhâsa kabi kaangghhuy èkangartè bi’ sè ngèḍingngaghi macapat madhurâ ngangghuy tokang ngartè’è tokang bhuru èsebbhut tokang tegghes,karena bahasa yang digunakan di tembang madura memakai bahasa kawi untuk dimengerti oleh yang mendengarkan macapat madura memakai tukang mengartikan tukang baru disebut tukang tegges
kapal dhâghâng,kapal dagang
tana' gi' sè mèlor moni',area masih yang ikut bersuara
sè katello ampon tandhuk ka lon-alon,yang ketiganya sudah sampai ke alun-alun
panghulu nèko mèntaka dhuli,ketua itu memanggil segera
orèng tanè mon mosèm nèmor namen bhȃko,petani saat musim kemarau menanam tembakau
ca'na se alandhu,katanya yang mencangkul
margâna dhuli sarèpo ma' lè ngokos,bara aprnya cepat ditiup agar berasap
senga' lecek ba'na,awas kalau kamu bohong
opor ajâm,opor ayam
paanabhȃn apa sè taḍȃ’ neng mekkasan,penginapan apa yang tidak ada di pamekasan
sakeḍḍhâp nèttra,sekejap mata
bânnya' orèng aḍhâ-kanḍhâ è langghâr sambi asèla,banyak orang berbincang-bincang di surau sambil bersila
ajâm pangorbhi,induk ayam
okara pamokka’ bȃn okara panotop,kalimat pembuka dan kalimat penutup
nyeyor ganeko epekol sakaleyan ban berras saetton ebali'i dhukale,kelapa itu dipikul sekaligus dan beras satu ton dikembalikan dua kali
angen se nyaleyot dhari paddu bara' dhajana romana,angin yang menyelinap dari bagian barat laut rumahnya
rèng laèn,orang lain
so sèngko' èberri'à pèssè,oleh saya akan diberikan uang
ajhârbâ’aghi rè-cèrèna bhârâng akadhi bârna okoran bujud sareng salenna,menjabarkan ciri-cirinya barang seperti warna ukuran wujud dan lainnya
ana'na sè bungso bekdembek,anaknya yang bungsu bertubuh pendek dan gempal
rèng sè ngakan dhurin,orang yang makan durian
è bun ḍâjâ,jauh di sebelah utara
mara juwâbâ kabbhi,coba jawablah semua
lesson ḍȃri kaju lanjhȃngnga 2 meter,lesung dari kayu panjangnya 2 meter
ponapa sè èsambhât èbhârât,apa yang disebut ibarat
natana bato e dhalem pangobbaran bariya keya,menata batu di dalam pembakaran begitu juga
sèngko’ lèbur dhâteng dhuli,saya suka datang segera
aba'na apangrasa dibi' ja' kalambina binena gunna eangguy pan-barampan kale dhalemmanna sataon,dia merasa sendiri kalau baju istrinya hanya dipakai beberapa kali dalam setahun
ececce pekkeranna saenggana tako' se ka tase'a ,dicubit pikirannya sehingga takutyang akan ke laut
lagguna me' enga' orengnga,besok mungkin ingat orangnya
pa' tenggi adinggal omor,pak kepala desa meninggal dunia
kalebunna pon mare asallim ka ratona bajing,kepala desanya sudah selesai berdamai dengan rajanya pencuri
bâtes alam,batas alam
sessek gâgâ,sesak dada
dhinèng ghunana ḍȃri tèks laporan observasi èngghi panèka abȃdhul ḍȃri hasèl panalèktèghȃn otabȃ alapor hasèl kalakowan sè ampon kalampan nàlèka sombher bherta,berikut kegunaan dari teks laporan observasi adalah berisi hasil penelitian atau laporan hasil kegiatan yang sudah dilakukan sebagai sumber informasi
