Madura,Indonesia
bintang asonar kadibi'an,bintang bersinar sendirian
pagghun ollè pèssèlè'palèng enjâ' la pagghun lèmaratos èbu bhân sa sabungan,tetap dapat uang dik paling tidak ya tetap lima ratus ribu untuk satu kali sabungan
rèng-orèng molè kabbhi,orang-orang pulang semua
mowana ècarakem,wajahnya dicakar
angghuta ghâlimpo’ sè palèng saè pamacana tor palèng tèngghi ollèna èyatorè acarèta polè teks narasi ngaddhu lajangan è aḍâ’na kellas,anggota kelompok yang paling baik bacaannya dan paling tinggi nilainya silakan bercerita lagi teks narasi mengadu layangan di depan kelas
ma-roma sè satèya bânnya' rèya lambâ' kan perrèng kabbhi,rumah-rumah yang sekarang banyak ini dulu kan bambu semua
taḍâ’ sè abhânto,tidak ada yang membantu
bâdâ polè sè mangkat tapè arè ghita' makabhâr sènga'rèya,ada lagi yang berangkat tapi hari masih tidak memberi kabar seperti ini
tandhâna ngertè apa kèn ta' ngertè apa dâ'râmma,tandanya mengerti apa tapi tidak mengerti apa bagaimana
jhâkat mal,zakat mal
nyangngar kacang,menyangrai kacang
engko' ahèrra maksa makompola rèng-orèng engko'andi' rencana nom,aku akhirnya memaksa mengumpulkan orang-orang aku punya rencana nom
kancana molè ta'ètemmo,temannya pulang tidak disadari
cè' abbhuddbâ,sangat sulit
sakè' ghighi,sakit gigi
are la comped,hari sudah gelap
surosoterrona odi'nyaman sakèrana alako ta' rèngsa ka bhâdhânna dhibi',suroso inginnya hidup nyaman sekiranya bekerja tidak menyusahkan badannya sendiri
agabay tamennan sabbrang dhubidhing,membuat tambahan rambanan dua ikat
aghâlunyo' bungkol,menelan bulat-bulat
markoya langsong ta'narèma lamaran jiyâ,markoya langsung tidak menerima lamaran itu
alako areng-bhȃreng,bekerja bersama-sama
oca’ lapar-ampèr-ḍâpor sè akanthè’ iyâ arèya par- pèr- por,kata lapar-ampèr-ḍâpor yang berkaitan yaitu par- pèr- por
kata' ganeko jat-ngalajat dhalem perro'na olar se adel-peddel ,kodok itu merayap di dalam perutnya ular yang berdesak-desakan
abit sajan abit otangnga abudhu' sajan bannya,lama semakin lama utangnya berbunga semakin banyak
jhâjhâl nyarè 2 contona oca’ sarojâ,coba cari 2 contoh kata sarojâ
badha olar raja kata' ganeko maso' dhalem colo'na,ada ular besar kodok itu masuk dalam mulutnya
posang dhalem kapanasan,bingung dalam kepanasan
edhinto kabasana ta' nyaman ,di sana kabarnya tidak enak
ngènom obhât,minum obat
yâ engko' amettak sakalèng ngadâ',ya aku menjawab sekalian menghadap
pa' tanè acapèngan,pak tani memakai caping
biyasana aghânḍhu bâburughân beccè,biasanya mengandung ajaran baik
tapèontongnga bânnè kalompo'en tang eppa',tapi untungnya bukan kelompoknya bapakku
ali akorkor sambi ngaḍuḍu aghâtelan amarghâ nyeddhing bulu,ali menggaruk-garuk sambil menggerutu kegatalan karena dekat bulu
bi' ngastètè manabi nyabbhrâng jhâlân,hati-hatilah kalau menyeberangi jalan
tambâ ma'ar mowanaajhellingaghi rèng kembhâr sèta'pantes odi' neng dhunnya koca'en,tambah memar mukanya melihat orang kembar yang tidak pantas hidup di dunia katanya
bâitul mal,baitul mal
mad dra'i la nyaman dung-tèdungan è kobhungnga,mad dra'i sudah nyaman tidur-tiduran di suraunya
lebur eyabas mased-dha' mata,indah dipandang sedap di mata
ngakona polana la jherrâ ka bhâdhânna dhibi' sè alakè polana ta' toman eddhep,pengakuannya karena sudah jera pada badannya sendiri yang bersuami karena tidak pernah dianggap
tor tadha' pangaterro,dan tidak ada kemauan
ngedhing sowarana oreng aberruy asella kerrok sahi se saongguna ta' ngeddha pas jaga dhari katedhunganna,mendengar suaranya orang meraung hasil dengkuran sahi yang sesungguhnya tidak pulas lalu bangun dari tidurnya
pamanna nyanggubi bakal abala ka oreng towana mad ja'i,pamannya menyanggupi akan bilang pada orang tuanya mad ja'i
ja' senga melleya mon ta' tellasan ta' kera ebagi mon bine,jangankan membelinya kalau tidak lebaran tidak akan diperbolehkan kalau perempuan
mangkaddhâ ka kamma,mau pergi kemana
angèn bhârât,angin ribut
ebbos jiyâ pas temmo angoca'ada perlu apa kalian di sini,ebbos kemudian berkata ada perlu apa kalian di sini
ètarèma alako,diterima bekerja
polana arassa todus ka radèn segara sè bânnya' èyarghâi bi' masarakat,karena merasa malu pada raden segara yang banyak dihargai oleh masyarakat
sella' sèmsèm,cincin yang pejal terbuat dari emas atau perak
jhârâddhâ orèng èslam,kuburan orang islam
tembhâng madhurâ ngangghuy aksara sokklana ḍâri jhâbâ iyâ arèya aksara pèghu sè èsebbhut kèya aksara arab ghunḍul,tembang madura memakai aksara aslinya dari jawa yaitu aksara pegon yang disebut juga aksara arab gundul
bila are pon molae nyonarcocco'na pon emo' e adha'na kaca masang dan-dananna abeddha' alipen acella' masang garis antarana mata ban kole'na e attasan matana,ketika hari sudah mulai bersinar paruhnya sudah repot di depan kaca memasang dandanannya berbedak berlipstik bercelak memasang garis antara mata dan kulitnya di atas matanya
oca'na sala settong oreng se etemmowe e jalan,kata salah satu orang yang ditemui di jalan
se kembangnga daddi buwa tadha' se bajanga,yang bunganya menjadi buah tidak ada yang bandingannya
ropana ana'na se anyama rusdi dhateng dhari pondhuk,rupanya anaknya yang bernama rusdi datang dari pondok
sè laèn nètènè,yang lain mengamati
manabi pangangghuy bhisat panèka kennengnganna èsabâ’ è kanganna aksara ghâjâng,posisi bhisat diletakkan di sebelah kanan aksara dasar
cenḍhek omor,pendek umur
taḍâ' sè cèccèr,tidak ada yang ketinggalan
marèna dâyyâ buari ajhelling lân-jhâlân pagghun kènè'tadâ' sè obâ,setelah itu bu ari melihat jalan tetap kecil tidak ada yang berubah
kaka' mangkaddhâ ka pasar mellèa pakanna bhibhik,kakak akan pergi ke pasar untuk membeli makanan untuk itik
teks cerita aèssè kadhȃddhiyȃn pangalamanna orèng berta bȃn carèta laènna,teks cerita berisi  kejadian pengalaman orang informasi dan cerita lainnya
tanḍhâ tanya èangghuy kalamon,tanda tanya dipakai kalau
sebellâs èbu,sebelas ribu
contona sè nganghuy bhisat èngghi panèka bâto’,contoh yang menggunakan bhisat adalah bâto’
kompoy lakè',cucu laki-laki
ta' perlo,tidak perlu
ajâm potè molos,ayam berwarna putih mulus
ḍâri sebâb rowa,dari sebab itu
oca’ lang-saghulung tamaso’ ḍȃ’ oca’ ,kata sudah menyatu termasuk ke kata
paggun nemmo dhaggi',tetap menemukan nanti
orèng sè apidatowa biyasana na-ngarèna apa’an sè kodhu èsebbhut ka’aḍâ’ bân apa sè mosthè èkoca’aghi saterrossa saellana jârèya,orang yang akan berpidato biasanya memikir-mikirkan apa yang harus disebut di depan dan apa yang mesti diucapkan seterusnya setelahnya itu
adhunanna cè' annyongnga,adonannya sangat cair
abit ta' ngakan sabbrang,lama tidak makan rambangan
sapertèna mojȃi saghȃrȃ,sepertinya menggarami lautan
pekkerra sambi ajalan mole,pikirannya sambil berjalan pulang
palèng ceppet,paling cepat
00 lastare asar,00 setelah asar
bâḍâ pangarona,ada apengaruhnya
banne addhuna kata' ngala' sampe' ka attas ,bukan perbuatan kodok mengambil sampai ke atas
ja' nger-engerl arowa' wa,jangan lihat-lihat itu yang di sana
nyatana paggun bato,nyatanya tetap batu
tello bellâs,tiga belas
samarèna abhȃjȃng pas molè,setelah shalat kemudian pulang
oca’ namong bhȃsa enjȃ’ iyȃna ,kata 'namong' bahasa ènja’ iyȃna
aros songay,arus sungai
na’-kana’ sd ta’ wajib mèyara bhuḍhȃjȃ madhurȃ,anak sd tidak wajib memelihara budaya madura
parao sè anyama bintang lècèn rèya mangkat kadhibi',perahu yang bernama bintang licin ini berangkat sendiri
maso' alako,masuk kerja
romana e seddi'na partellon rowa ya cong,rumahnya di dekat pertigaan itu ya nak
dâina kalowar pello cè' bânnya'en,dahinya keluar keringat sangat banyaknya
horop a è o tamaso’ horop vokal,huruf a è o termasuk huruf vokal
èyatorè abhâḍhi okara ḍâri ca’-oca’ è bâbâ panèka,silakan buat kalimat dari kata-kata di bawah ini
korang sabbhâr,kurang sabar
orèng madhurâ ella kaonang nganot aghâma islam mèlana salam pamokka’ neng pidato paḍâ bân mon aberri’ salam neng bhân-sabbhân tagheppok è lorong otabâ matamoy salaènna aghâlânon iyâ ngolok salam assalamu-alaikum,orang madura sudah dikenal menganut agama islam makanya salam pembuka di pidato sama dengan kalau memberi salam di setiap bertemu di jalan atau bertamu selainnya bertegur sapa iya mengucap salam assalamu-alaikum
sembhâ songkem,sembah sungkem
ngereng pole,ayo lagi
lalake' ganeko nyare rambanan,laki-laki itu mencari rerumputan
arapa ma' ta'ghellem ambu koca'en sè aka-nyangka,kenapa kok tidak mau berhenti perkataan yang berprasangka
samangkèn panjhennengngan kodhu ngaonèngè pan-saponapan atoran panyerratan sè bâḍâ neng tembhâng macapat,sekarang anda harus mengetahui beberapa aturan penulisan yang ada di dalam tembang macapat
korbhina mano’ ngoca’ sambi asètsèt mowang koto sè bâḍâ neng bhâdhânna,burung merpati berkata sambil mendesis membuang kutu yang ada di badannya
aèng jherruk pecel,air jeruk pecel
sè bhâkal aghâmbhârrâghiyâ èngghi panèka,yang akan digambarkan adalah
dhâpa' tanang,telapak tangan
oca' ganeka se sampe' sanonto padha eteggu' isa ban hikam,ucapan itu yang sampai sekarang sama-sama dipegang oleh isa dan hikam
renjing nga berra' salaja polana badha berrassa dhugantang ,keranjangnya seperti berat sebelah karena ada berasnya dua gantang
akaton ta' taselep sakaleyan balakka',terlihat tidak tenggelam sama sekali
aba'na apangrasa ta' parlo nyeksa kalaban ngentep labang korong mano' se masossa'an keban se bisa ngabber ganeko,dia merasa tidak perlu menyiksa dengan mengunci pintu sangkar burung yang menyusahkan hewan yang bisa terbang itu
oca’ sè ḍimma sè tamaso’ kèrata bhȃsa,kata yang mana yang termasuk kerata bahasa
tape paggun ecoba'agalaup ta' nemmo paneggudan karana e kennengngan gancko tadha' bungka'an se badha pera' geddhung se ngolelenge madaddiyagi kennengngan ganeko apaddu empa' ,tapi tetap dicoba bergelantungan tidak menemukan pegangan karena di tempat itu tidak ada buah-buahan yang ada hanya gedung yang mengelilingi membuat tempat itu berpasangan empat
epatedhung olo dhaja e attas tello' bantal gadebbung,ditidurkan menghadap utara di atas tiga bantal batang pisang
anḍi' ghâbây,mengadakan suatu acara
sakè' sarap,sakit saraf
pajat oneng kaula pon towa tadha' ora'na,memang tahu saya sudah tua tidak ada uratnya
ḍâri lambâ' sèngko' ella ngoca',dari dulu saya sudah mengatakan
sampeyan mon adha'ara ngala' laju,kamu kalau mau makan ambil saja
maskumambhâng artèèpon prèyatèn sanget sossa ngennes,maskumambang artinya prihatin sangat susah merana
ghustè pangèran,gusti pangeran
bhing ana’ sopajâ perna sè ngabâs,duhai anak supaya indah yang melihat
ajȃm lakè’ sè èyobu èkaparlo monyèna apa nyamana,ayam jantan yang diperkukan suaranya disebut apa
kètab jhâbhur,kitab zabur
pan palèman,sudah pulang
konsonan aksara matè alos b d g j d bh dh gh jh dh konsonan alos salanjhângnga ètoro’è vokal alos  â i u  bân vokal buwi e metpet,konsonan aksara mati halus b d g j ḍ bh dh gh jh ḍh konsonan halus selamanya diikuti oleh vokal halus â i u dan vokal biasa e pepet
dhinèng mon mosèm nèmor orèng tanè namen apa,sedangkan saat musim kemarau petani menanam apa
èman ongghu sè èjhuwâllâ,sangat disayangkan jika sampai terjual
è ḍȃlem tembhȃng anḍi’ bȃrȃmpa,di dalam tembang punya berapa
mano' tharas nyalaop pole,burung celepuk bersahutan lagi
tao ka,tahu akan
ya mara nanges abareng,ayo sana menangis bersama
nasè' aleua,nasi yang berkuah
engko' noro' komnpolan kèya,aku ikut kumpulan juga
sateya kol barampa,sekarang pukul berapa
ra-kèra lèma juta'an sèttong parao,kira-kira lima jutaan satu perahu
garudhuk guntor mapecca pekker,gemuruh guntur memecah pikiran
bâḍâ kèya sè robbu,ada juga yang roboh
ta' kellar,tidak kuat
polana nèser ka embu'en jiyâ,karena kasihan pada neneknya itu
sakabbhinna bârna konèng,semua warnanya kuning
tembhâng anḍi’ atoran dhibi’ mèlana tembhâng ènyamaè sastra otonom,tembang punya aturan sendiri makanya tembang dinamai sastra otonom
neng omur duw taon jusop acaca bi'-dhibi'an neng dâlem kamarra kadhâng aghellâ' kadhibi',di umur dua tahun jusop berbicara sendiri-sendiri di dalam kamarnya kadang tertawa sendiri
cè' tèyarra,sangat keras
mon ta' egiba aroko' balakkadan sajan lesso entara nae',kalau tidak dibawa merokok sama sekali makin lelah saat naik
sè èmaksot rancangan pidato iyâ arèya gher-ogher otabâ sosonan sè poko’ sè èpidatowaghiyâ,yang dimaksud rancangan pidato yaitu kerangka atau susunan yang pokok yang akan dipidatokan
paggun matabar bangkong se bu'-lembu' gajel ya'-leya' anga',tetap mencicipi pinggul yang lembut-lembut licin dan licin
ѐyatorè nyarè ca’-oca’ camporan sè kèngèng ter-ater bânnya’na tello mègghi’ bisaos,silakan cari kata-kata majemuk yang mendapat awalan sebanyak tiga buah saja
tokang sèèr,penyair
mèghâ' mano' mèghâ' sèsèt,menangkap burung menangkap capung
manabi sampèyan nyerrat ngangghuy carakan madhurâ sampèyan kèngèng aghuna’aghi pangangghuy,jika anda menulis menggunakan carakan madura anda bisa menggunakan pangangghuy sandhangan
sambi agella',sambil tertawa
lettè'na apoy,bunga api
roma sajân bânnya' acek-kreccek,rumah semakin banyak berdekatan
juko' e gadhiya kennyang pon ta' endha' ka caceng kennyang kalaban kakanan se elanyo' dhari jauburan garowa,ikan di sana sudah kenyang tidak mau cacing kenyang karena makanan yang mengalir dari tempat pembuangan kotoran itu
reng-oreng padha mole,orang-orang sama-sama pulang
jhȃjhȃl bherri’ tanḍhȃ b mon bhernḍer tanḍhȃ s mon sala,coba beri tanda b kalau benar tanda s kalau salah
embu'en suroso ngangka',neneknya suroso curiga
sakè' kol-bikol,sakit bintik-bintik gatal pada kulit
pancèng settruman,pancing yang menggunakan aliran listrik untuk menangkap ikan
mirah dhâddhi katowa neng adâ',mirah menjadi ketua di depan
patang cèyom,saling cium
èberri' nè'-sakonè',diberi sedikit demi sedikit
pojur badha ajam se ngakanan,untung ada ayam yang memakan
how artèna kadhiponapa kadhâddhiyânna,how artinya bagaimana kejadiannya
tape parsena gi' ta' amanggar balakka,tapi pepayanya masih tidak berbunga sama sekali
sabatara pangaselan padhana se ta' nyokobi ka se ekakana balakka,sementara penghasilan seperti tidak mencukupi untuk yang dimakan pun
jhâ' sakèngnga,seandainya
plotan kèddhâng,jenis beras ketan yang kulitnya berbulu
gimaddha mandar nemmowa,iya mari semoga menemukan
towa ngoḍâ,tua muda
èsènter bi'pan om,disenter oleh pan om
bulân powasa,bulan puasa
sampè' romana èssè râng-bhârâng sè ranglarang,sampai rumahnya berisi barang-barang yang mahal
para kanca saèstona èlmo pangataowan panèka mènorot ḍhâbuna bhuppa’-bhâbhu’ sareng ghuru talèbât parlo sabâb manossa kaangghuy ajhâlânnaghi kaoḍi’ânna panèka kodhu aghuna’aghi pèkkèran aropa akal,para kawan sesungguhnya ilmu pengetahuan ini menurut katanya bapak-ibu dan guru sangat perlu sebab manusia untuk menjalankan kehidupannya ini harus menggunakan pikiran berupa akal
sampeyan buru mare ngaddu ajam,kamu tadi habis mengadu ayam
bungkana nyeyor jareya etorot,pohonnya kelapa itu dibiarkan
ta' pate bannya' caca,tidak begitu banyak bicara
badha se nyombang bato kombung kaju perreng genteng serap bubuk beddhi pako ban en-laenna sacokobba,ada yang menyumbang batu putih kayu bambu genteng semen serbuk pasir paku dan lain-lainnya secukupnya
sè kèngèng sessellan karettek ghâlimpo’ ghumantong bhinareng sareng laènna,yang mendapat sisipan  bergeretak   berkumpul  menggantung  bersinar  dan lainnya
kolè' sèbeddheng neng mowana dhâddhi potè polè,kulit yang hitam di mukanya menjadi putih lagi
berras saetton,beras satu ton
lalake' ganeko pon abala ja' mon perreng ngodha tadha' belladda,laki-laki itu sudah bilang kalau rebung bambu tidak ada getahnya
dhâddhi è ḍâlem paparèghân panèka jhughân aghânḍhu’ bhibhiḍhân sareng èssè,jadi di dalam paparèghân ini juga mengandung sampiran dan isi
ѐ ḍâlem tokèlan bâca’an è attas atoranna orèng aḍhâ kanḍhâ panèka lumbrâna èsambhât,dalam cuplikan bacaan di atas aturan orang yang berbicara umumnya disebut
suroso la kadung senneng ka bèncong sè perna atari olar neng kès-orkès dhisa,suroso sudah terlanjur senang pada banci yang pernah menari ular di orkes-orkes desa
satè medhurâ,sate madura
orèng mardhika,orang merdeka
jusop mokpak nyarè bâdâna dragula neng kampong posang,jusop fokus mencari adanya dragula di kampung posang
po-sapo ejjhuk,sapu dari ijuk
nangghâ' tariân,menanggap tarian
bânnya’ tombuwân sè jhenno bânnya’ kèbân sè seggher,banyak tumbuhan yang subur banyak hewan yang sehat
mondhul polana jhelling pokang anganga,membesar karena melihat paha menganga
mata pellem artèna segghut katonḍu,mata mangga artinya sering mengantuk
eabas dhari leregga tor atolena mano' mano'na terro se nyanderra ka pakan se pon akalarkaran otabanyolpe'a geddhang se nalpe' dhalem korong,dilihat dari liriknya dan kepalanya burung burungnya ingin sekali bertengger ke pakan yang sudah menghitam atau mencicipi pisang yang menempel dalam sangkar
