Madura,Indonesia
orèng samangkèn terro onènga kabhâr sè bâḍâ neng dhunnya aghuna’aghi,orang sekarang ingin tahu kabar yang ada di dunia menggunakan
plotan manès mata,jenis beras ketan yang kulitnya berbulu
sè palèng sombong,yang paling sombong
motor sè ngebbut ghellâ' rowa ghâgghâr ḍâ' jhurâng sè ḍâlem,mobil yang ngebut tadi itu jatuh ke jurang yang dalam
jhȃghȃ’ȃghi karaton rèya,jaga keraton ini
sakejja' aggi' adan sobbu bakal amonye,sebentar lagi azan subuh akan berbunyi
pèssè ngettak jiyâ langsong ècarè bi' engko' neng diyadâen rèng sè andi'pèssè,uang gepokan itu langsung disobek olehku di hadapan orang yang punya uang
agellu' ka lakena se la adulluwi aba'na,memeluk suaminya yang sudah mendahului dirinya
ḍântè' aghi bulâ,nantikan saya
sakèng ḍâri pegghellâ dhâghâ ret-ngaret,saking dari marahnya sampai giginya mengkertak-kertak
na’-nakana’ sè akopa’ alaghuwâghi laghu èn-maènan pa’-opa’ ѐling panèka tambâ kèntel sè akanca sareng bhungana sè amaèn panèka ta’ ghâmpang,anak-anak yang tepuk tangan sambil menyanyikan lagu permainan pa’-opa’ èling menjadi lebih akrab dengan temannya dan kesenangan permainan yang dimainkan tidak mudah
bhurus sè ghirâs rowa nyalbhâk bettèssâ orèng sè lèbât,anjing yang galak itu menerkam betis orang yang lewat
lèma sènti,lima senti
karana'a nemmo saodan,karena menemukan jawaban
jârâghânna ngejjhit polana ta' biyasana nya sri nyoro dâyyâ,juragannya terkejut karena tidak biasanya nya sri menyuruh begitu
mata arè la nga' nyengnga' ka cètak,matahari sudah menyengat ke kepala
kan maddha juma'e,kan sudah jumat
aris arisan,pertemuan arisan
èyatorè talèktèghi ra-okara è bâbâ ka’ḍinto,silakan teliti kalimat-kalimat di bawah itu
oreng-oreng lebat pag-gun bannya',orang-orang yang lewat tetap banyak
sajân bânnya' ngakan dhaghingnga na'-kana' kène' engko'tamba bbunga,semakin banyak makan dagingnya anak-anak kecil aku tambah bahagia
pongpong seppe,mumpung sepi
so'è abit so'è nakal,semakin lama semakin nakal
sanaos samangkèn ghi’ ta’ sokkla ḍâri atè sè palèng ḍâlem,meskipun sekarang saya belum sokkla dari hati yang paling dalam
apa bhȃsa è ngghi bhuntenna ca’ oca’ è bȃbȃ e è ya,apa engghi bhunten untuk kata-kata di bawah ini
tape panassa ta' paelan bila seyang are,tapi panasnya tidak hilang kalau siang hari
ghighina giwar,giginya menyembul
tang bungko aḍḍhep ka lao',rumahku menghadap ke selatan
bhȃsa ènja’ iyȃna ghȃpanèka apa,bahasa ènja’ iyȃna itu apa
palèng odi'en senneng dhunnya ahèrat,paling hidupnya senang dunia akhirat
ta' tao jhâ' kan jhâtè jiyâ andi' tanang lanjhâng,tidak tahu bahwa pohon jati itu punya tangan panjang
la-ngala monyèna ghludhuk neng mosèm nambhârâ,melebihi bunyinya guntur di musim hujan
mon bádâ kèlap macentar è lao' nyoro ka jbarmudhina soro dbuli mangkat,kalau ada kilat menyambar di selatan suruh juru mudinya suruh cepat berangkat
tanang kacèr,tangan kiri
ḍâri abiddhâ sè naddhek tang bettès dhâghâ arassa cantengngan,dari terlalu lamanya yang berdiri betisku sampai terasa kejang kaku
calaṭṭongnga sapè,tahi ternak
alagâ' mara rèng bârâ',berlagak atau berperilaku seperti orang barat
anyar artèna èssèna bhâr-kabhâr sè ghi’ bhuru kadhâddhiyân,baru artinya isinya informasi-informasi yang baru saja terjadi
ata' rama,atap rumah
asal ta’ sèsèp ka aghâma,asal tidak menyalahi agama
toko klambhi,toko pakaian
arassa accèn,berasa asin
kodu nyaba' sanajjan settong bai'sanajjan sabigi,harus menaruh meskipun satu saja meskipun sebiji
sènyama rasat la ta' kabhuru sè ngennènga yu sarmi,yang namanya rasat sudah tidak sabar melihat yu sarmi
nangka bhunyo,jenis nangka yang bila masak sangat lembek rasanya manis berkarbonasi
aba'na abarseyan,dia mandi bersih
oca’ sèttong sareng oca’ sè laèn sè paḍâ artèna èsambhât,kata satu dengan kata yang lain yang sama artinya disebut
sè nyerrat tembhâng mènorot carètana èngghi panèka,yang menulis tembang menurut ceritanya yaitu
mènangka pangèsto kaator ka alè' sè raddhin,sebagai persembahan tanda setia untuk kekasih yang cantik
orèng sè bâḍâ è ḍâlem carèta panèka ècapo’ pokpara,orang yang ada di dalam cerita tersebut dihadapkan pada suatu masalah
maca rat-soradan se tello'an se paleng monte',membaca bacaan tiga yang paling utama
kodu epamera ngodha alessa kodu meltas dha' ettas, harus diperindah alisnya harus miring ke atas
è ḍâlem paperrangan pangèran lor sareng papatèna sè asmana wangsaḍumèttra sèdhâ,dalam peperangan pangeran lor dan panglimanya bernama wangsadumèttra gugur
eosong ka dhalem romana,digotong ke dalam rumahnya
sèngko’ sakè’ rama sakè’,aku sakit ayah sakit
bâkto jiyâ rèng-orèng bânnya'tèdung,waktu itu orang-orang banyak tidur
apapolè lokana rèya sajân malèbâr,apalagi lukanya ini semakin melebar
hasèl ḍâri ngollè’è ghâpanèka atorraghi ḍâ’ ghuruna,hasil dari menilai itu serahkan kepada gurunya
seddheng rasat la marè èyangguy kalambhina,sedangkan rasat sudah selesai dipakai bajunya
orèng rèya ta’ beccè’ anḍuri panḍȃn enḍâ’ mènta tapè ta’ enḍâ’ èpèntaè cerrè’,orang ini tidak baik menanam pandan mau minta tapi tidak mau dimintai pelit
tarompana sape,terompah sapi 
tèks pidato sè èssèna maḍȃpa’ pan saponapan sè ampon èlampa’aghi èsebbhut teks pidato,teks pidato yang isinya menyampaikan apa-apa yang sudah dikerjakan disebut teks pidato
bit-abidhân pagghun dhâddhi cellot aèng rèya,lama-lama air ini tetap jadi celot
sajan malem,semakin malam
maya pagghun sènga'biyasana,maya tetap seperti biasanya
manfaddhȃ kèbȃn sareng bu tumbuwȃn ḍȃ’ manossa èngghi panèka,manfaatnya hewan dan tumbuh-tumbuhan kepada manusia yaitu
bhiru ḍâun,hijau daun
jhâjhâl sebuttaghi contona ghuru sastra sareng ghuru lumaksito bâng-sèbângnga ḍu bigghi’,coba sebutkan contohnya ghuru sastra dan ghuru lumaksito masing-masing dua buah
ѐngghi ma,iya ma
bhiru langngè',biru langit
apa polè mon satèya èjhellingngaghi neng è lânjhâlân,apalagi kalau sekarang dilihat di jalanan
ja' rengan pajat tadha',padahal memang tidak ada
mangkat para’ sèyang,berangkat hampir siang
agghuta ghâlimpo’ sè palèng saè panembhânga tor palèng tèngghi ollèna èyatorè nembhâng polè è aḍâ’na kellas,anggota kelompok yang paling baik tembangannya dan paling tinggi nilainya silakan menembang lagi di depan kelas
tedhung giliran,tidur giliran
pekkerra sambi ajalan mole,pikirannya sambil berjalan pulang
salat asar,shalat ashar
aneko pon asat para'lema bellas are,ini sudah kering hampir lima belas hari
sampeyan mandar bajjra'a jugan,semoga kamu akan beruntung juga
baddiyanna e dhiya badha keya jangrek ban kata',sepertinya di sini ada juga jangkrik dan kodok
arapa can mon ngakan nasè' biyasa otabhâ atana' tello ghântang ma'lèrèng-orèng sè seddhi'en romana rèngorèng sè ta' kowat mellènasè'rowa berri',kenapa kalau makan nasi biasa atau menanak tiga gantang agar orang-orang yang dekat rumahnya orang-orang yang tidak kuat membeli nasi itu diberi
biyasana bila ekoca' oreng attas neko rangrang se neggu'an barang-barang tape lalake' ganeko aromasa ta' todhus kaangguy ngalakone ta' gunna daddi oreng attas se menta powan otaba menta parse papowanan,biasanya bila dibilang orang atas itu jarang yang memegang barang-barang tapi laki-laki itu merasa tidak malu untuk melakukan tidak hanya menjadi orang atas yang meminta upah atau meminta bagi hasil
bilâ ollè pèssè dâri hasèl ngambâen,bila dapat uang dari hasil menunggu
oca’ camporan sè ca’-oca’na kadhâddhiyân dâri ca’-oca’ sè paḍâ artèna,kata majemuk yang kata-katanya terbentuk dari kata-kata yang sama artinya
aeng sodha,air soda
oca’ papaḍȃnna,persamaan kata
ajhâlân atong-rontong,berjalan beriringan
ollè sè èkakarep,dapat yang diinginkan
kalakowanna sabban arena gunna ka pasar sela bariya ta' jau dhari kampongnga,kerjaannya setiap hari hanya ke pasar katanya begitu tidak jauh dari kampungnya
bula gi' badha se ekacaca'a,aku masih ada yang mau dibicarakan
molè la ajhâlân santa',pulang sudah berjalan cepat
oca’ sarojâ iyâ èya oca’ camporan sè ca’-oca’na sèttong bân sèttonga paḍâ artèna anḍi’ artè lebbi ḍâri samastèna,kata sarojâ yaitu kata majemuk yang kata-katanya satu dengan yang lainnya sama artinya memiliki arti lebih dari semestinya
kepala guḍang,kepala gudang
kabadha'an daddi elop padhana kembang ta'eseram samosem,keadaan menjadi lesu seperti bunga tidak disiram selama semusim
atonggul to'ot,duduk bersilang kaki duduk sambil mendirikan sebuah lutut
mat burnè aburu,mat burne lari
aèng panḍi,air untuk mandi
adha' gi'an cong,belum nak
bhânare kemmès nangès malolo,tiap hari kamis menangis melulu
jâm-ajâm ghâpanèka èkorong sè bânnya’na tello bigghi’,ayam-ayam itu dikurung yang banyaknya tiga buah
yâ bisa la sayang,ya bisa lah sayang
paparèghân panèka tamaso’ ḍâ’ sala sèttong pantha ḍâri sastra èngghi panèka macemma ḍâri puisi kona,paparèghân ini termasuk ke salah satu bagian dari sastra yaitu macamnya dari puisi lama
supar ghun mennang oca',supar hanya menang bicara
wassalamualaikum okara rèya ènyamaè okara,wassalamualaikum kalimat ini dinamai kalimat
neng lowar royan acopa li-bâli,di luar royan meludah berulang kali
angghâḍbuân pangghâliân,mempunyai pemikiran
me' noro'a mandhi' oreng towana,kok ikut memandikan orang tuanya
duu la torot rapala,duh sudah diikuti ramalannya
na’-kana’ sè sakejjhȃ’ bȃḍȃ sakejjhȃ’ maèlang,anak-anak yang sekejap ada sekejap menghilang
salat sobbhu,shalat subuh
tape pendha cerre' keya,tapi lumayan pelit juga
ta' èpakarè sèttong sakalè rèng lowar sè angowasaè neng è bhâ'-tambhâ',tidak disisakan satu sekali pun orang luar yang menguasai di tambak-tambak
kata' ganeko aked-dal karana badha barang koneng se gaggar dhari attas,kodok itu menggelengkan kepala karena ada barang kuning yang jatuh dari atas
dhujân aotang,suka berhutang
kalowar roma,keluar rumah
masenneng ka sè ngèḍingngaghi,menyenangkan bagi yang mendengarkan
kabbiyagi rebbana ka koceng ganeko,berikan semua hasil tangkapannya ke kucing itu
orèng ḍâri dhisa rowa bilâ ca'-ngoca' cè' laspadhina,orang yang berasal dari desa itu saat berbicara sangat jelas dan terang
mon edhukaleyagigi' mowang pello pera',kalau dua kali masih membuang keringat saja
aksara ghȃjȃng asalla ḍȃri jhȃbȃ,aksara hanacaraka berasal dari jawa
kana' binè' rowa cè' bhâghussâ,anak perempuan itu sangat cantik
ma'lè sèlaèn padâ mèlo kènna koca'en ninja potè,supaya yang lain sama-sama ikut kata ninja putih
alasanna simar polana semar rèya ta' patot dhâddhi rosul korang samporna koca'en,alasannya simar karena semar ini tidak patut menjadi rasul kurang sempurna katanya
bisa abit,bisa lama
bulan kaalangan e attas langnge',bulan terhalang di atas langit
ampo onggu mon dha' kalakowan,berani sekali kalau pada pekerjaan
cè' sakè'na,sangat sakit
cè' tanèna,sangat berhemat
alako arèan,bekerja harian
arè kiyamat,hari kiamat
arè’ metto ḍȃri ḍimma,matahari muncul dari mana
caca apa kakè su,bicara apa kamu su
ra-kèra dâyyâ tang carèta ka emba sè ècaretaaghi rèya,kira-kira begitu ceritaku pada nenek yang diceritakan ini
alasan se padha ekabala ka ana'na,alasan yang sama diberitahukan pada anaknya
jhâgung ètamen è,jagung ditanam di
messinna kapal pon eodhi' ajalan nyorot dhari galadhak tangga,mesinnya kapal sudah dihidupkan berjalan mundur dari jembatan tangga
emolae dhari paddu mordhaja epet dha' bara',dimulai dari bagian timur sampai ke barat
hawa napso,hawa nafsu 
beḍḍhâ' parem,bedak lumuran
lalake' maso' ka kamarra dhalem kobungnga,laki-laki itu masuk ke kamarnya dalam gubuknya
kanceng cetthet,kancing yang dapat berbunyi tet 
mak iya’ bâḍâ panda lèbur oca’na aè’ ka iyan saellana iyan ḍâpa’ ka sed- dhi’na,lho kok ada panda bagus katanya aè’ ke iyan setelahnya iyan sampai ke sampingnya
muna anyaot kaadâ' ka suroso,muna menyahut ke hadapan suroso
èkèding bâdâ rèng aghellânneng arè kemmès otamana,terdengar ada orang tertawa di hari kamis utamanya
suroso atanya ka embu'en,suroso bertanya pada neneknya
ta nyaman rassa,tidak enak badan 
bila kare sakone' bila aeng sajan sara enggi pajatlarang,waktu tinggal sedikit waktu air makin susah ya memang mahal
sakè' panas,sakit panas
poko' engko'ta' endâ' ka kakè lèaèng matana muna ghâgghâr ta'èghârâssa,pokoknya aku tidak mau padamu dik air matanya muna jatuh tidak terasa
ta' jhelling matana kakè jhâ' royan jiyâ tang lakè,tidak lihat matamu bahwa royan itu suamiku
apa maksoddhȃ aghuttha,apa maksudnya aghuttha
rèng majângan kabânnya'an partajâ'ân rèngorèngnga,nelayan jaring kebanyakan percaya sama orangnya
puisi kodhu bȃḍȃ nyamana otabȃ bhul-ombhullȃ,puisi harus punya nama atau judul
ngala' ontong,mengambil keuntungan
akantha sonar are se agiba kajembaran,seperti sinar matahari yang membawa kebahagiaan
temmo gellang,temu gelang 
sejjek ghân jiyâkèya moso pas ta' dâtengngan polè ka dhisa dinna',sejak hanya itu juga musuh lalu tidak datang lagi ke desa sini
olahraga sè palèng ḍhȃmmang sarta taḍȃ’ bhȃnḍhȃna iyȃ arèya ajhȃlȃn soko,olahraga yang paling mudah serta tidak membutuhkan biaya adalah jalan kaki
roko' pesellan tanangnga dibi' ganeko ekarassa akantha aroko' se ebelli dhari pabrik keya,rokok gulungan tangannya sendiri itu dirasakan seperti merokok yang dibeli dari pabrik juga
taman pahlawan,taman pahlawan 
tang alè' ta' acacaan ḍâri bhingongnga,adikku terdiam saking bingungnya
langgè' bhersè bintang potè ḍhâp-ngareḍḍhâp cè' pemana,langit cerah bintang putih berkilau-kilauan sangat indahnya
ghi'makompola rèngorèng lebbi bânnya' polè,masih mengumpulkan orang-orang lebih banyak lagi
dhari settong bungka'an ka bungka'an se laen kakapper ganeko arassae settong pangabberran se ta' toman etemmone sabellunna rassa kerrong ka bang-kembang pon etemmowi e co'konco'na bungka'an se pon pe-maleppe dhaunna se pon dhi-lendhi bungkana,dari satu pohon ke pohon yang lain kupu-kupu itu merasakan satu penerbangan yang tidak pernah ditemui sebelumnya rasa rindu ke bunga-bunga sudah ditemui di ujung-ujung pohon-pohonan yang sudah layu daunnya yang sudah kering pohonnya
kompennè blândhâ,kompeni belanda
lancoran sè lakè’ bâḍâ ḍuwâ’ dhinèng sè binè’ bâḍâ lèma’,remaja yang laki-laki ada dua sedangkan yang perempuan ada lima
lèngè-longo panèka bâḍâ jhughân sè nyambhât talèng talong,lèngè-longo itu ada juga yang disebut talèng talong
ta' napa maskè ta' bisa ajbálán,tidak apa-apa meskipun tidak bisa berjalan
binena lalake' ganeko ta' tao ngaji' ka reng-oreng se menta juko',istri dari laki-laki itu tidak pernah menagih kepada orang-orang yang meminta ikan
sè èntar ka bengkona toyan iyâ arèya,yang pergi ke rumahnya toyan yaitu
ekabuto keya gi,dibutuhkan juga ya
sajân mabucco' polè,semakin membusuk lagi
sèr-sèranna bâkto jiyâ,diam-diamnya waktu itu
ana' bânnya' sèkalowar dâri tabu',anak banyak yang keluar dari perut
engko' anya-tanya ka rèng-orèng,aku bertanya-tanya pada orang-orang
sadhȃjȃna èkabhuto sareng manossa kèbȃn sareng tombuwȃn,semuanya dibutuhkan oleh manusia hewan dan tumbuhan
oo iyá báda dinna' ana'en kakè bbing,oo iya ada di sini anaknya kamu bbing
arapa ma' tada' omba' celleng,kenapa kok tidak ada ombak hitam
subaidah amèn slodoran,subaidah bermain selodor
berrassa etambi' maso' ka dhaporra,berasnya diselipkan masuk ke dapurnya
kabbhi angadhep ka paraona santos,semua menghadap ke perahu santos
aba'na pon ta' andhi' rassa pole,dia sudah tidak punya rasa lagi
abiddhâ lèma abad,lamanya lima abad
embu'en ta' ajâwâb apa,neneknya tidak menjawab apa-apa
kaalap nyabâna,sudah meninggal dunia
rojhâk kambâng,rujak yang bahannya dari mentimun diulek dengan petis
èlèrèk binèna orèng,dilirik istri orang
barang ganeko kadhang tello kale dhateng dhalem sa'are tape agasegan sampe' sangang kale otaba sampe' lebbi,barang itu kadang tiga kali datang dalam sehari tapi kadang-kadang sampai sembilan kali atau bahkan lebih
anḍi’ ḍuwȃ’ kabulȃ otabȃ ro-soro,memiliki dua abdi atau pengawal
sudiya binena man sunahwi ta' enga' oreng,sudiya istrinya paman sunahwi tidak seperti orang
na’-kana’ sè èkalâ’ghellâ’ panèka pas toḍus ka kancana,anak yang ditertawakan itu pun menjadi malu pada teman-temannya
sanarè tembhȃng tamaso’ sastra tapè atoranna ta’ paḍâ bi’ sastra sè biyasa akantha syair senḍèlan bân salaènna,meskipun tembang termasuk sastra tapi aturannya tidak sama dengan sastra yang biasa seperti syair pantun dan selainnya
jhârbâ’aghi ponapa sè èmaksod teks argumentasi,jelaskan apa yang dimaksud teks argumentasi
arakora bhȃrȃng ḍȃri tembhȃgȃ,membersihkan barang dari tembaga
ta’ bu ambu alako,tidak henti-henti bekerja
tana beḍḍhi,tanah pasir
emba mellè tellor teilo mègghi'è bârungngan emmo' tija,nenek membeli telur tiga butir diwarungnya mbok tija
ta' padhana na'-kana' sateya se la ngangguy program kb ka bidan e polindes,tidak seperti anak-anak sekarang yang sudah memakai program kb ke bidan di polindes
sowara se adhadha lalake' nembung yang-seyang e toccerra are beddhuk agartang#,suara yang berdada lelaki menyahut siang-siang di puncak matahari zuhur yang terik
